name,type,hasName,hasRoleType,label,correspondsToFrameElement,hasDefinition
Role_Frame_Adoption_candidates,"['Role', 'NamedIndividual', 'Role']",['candidates'],,['Adoption.candidates'],,
Role_Frame_Touching_touched_thing,"['NamedIndividual', 'Role', 'Role']",['touched_thing'],,['Touching.touched_thing'],,
Role_Frame_Surgery_surgeon,"['NamedIndividual', 'Role', 'Role']",['surgeon'],,['Surgery.surgeon'],,
Role_Frame_Negatively_evaluated_condition_negative_evaluation,"['NamedIndividual', 'Role', 'Role']",['negative_evaluation'],,['Negatively evaluated condition.negative_evaluation'],,"[""the evaluator's negative judgment about the evaluee""]"
Role_Frame_Nurturant_parent_family_children,"['Role', 'NamedIndividual', 'Role']",['children'],,['Nurturant parent family.children'],,
Role_Frame_System_system_parts,"['NamedIndividual', 'Role', 'Role']",['system_parts'],,['System.system_parts'],,
Role_Frame_Self_defense_defended_thing,"['Role', 'NamedIndividual', 'Role']",['defended_thing'],,['Self-defense.defended_thing'],,"[""typically is defender or defender's property""]"
Role_Frame_Becoming_aware_cognizer,"['NamedIndividual', 'Role', 'Role']",['cognizer'],,['Becoming aware.cognizer'],['Cognizer'],
Role_Frame_Family_family_member_relations,"['NamedIndividual', 'Role', 'Role']",['family_member_relations'],,['Family.family_member_relations'],,
Role_Frame_Motion_affecting_actors_actor,"['NamedIndividual', 'Role', 'Role']",['actor'],,['Motion-affecting actors.actor'],,
Role_Frame_Arithmetic_greater,"['NamedIndividual', 'Role', 'Role']",['greater'],,['Arithmetic.greater'],,
Role_Frame_Pressure_entity_applying_force_of_pressure,"['Role', 'NamedIndividual', 'Role']",['entity applying force of pressure'],,['Pressure.entity applying force of pressure'],,
Role_Frame_Factory_conveyor_belt_production,"['Role', 'NamedIndividual', 'Role']",['conveyor_belt_production'],,['Factory.conveyor_belt_production'],,
Role_Frame_Voting_proposed_decision_transition,"['NamedIndividual', 'Role', 'Role']",['proposed_decision_transition'],,['Voting.proposed_decision_transition'],,['the process by which the proposed decision changes from initial to final status']
Role_Frame_Complex_process_process_relation,"['NamedIndividual', 'Role', 'Role']",['process_relation'],,['Complex process.process_relation'],,['the relation between process1 and process2']
Role_Frame_Corruption_corrupt_actor,"['NamedIndividual', 'Role', 'Role']",['corrupt_actor'],,['Corruption.corrupt_actor'],,['performs corrupt activities']
Role_Frame_Law_law,"['NamedIndividual', 'Role', 'Role']",['law'],,['Law.law'],['law'],['rule that guides activity']
Role_Frame_Experiencing_a_state_experienced_state_value,"['NamedIndividual', 'Role', 'Role']",['experienced_state_value'],,['Experiencing a state.experienced_state_value'],,['particular value of state experienced by and/or assoicated with experiencer at some point in time']
Role_Frame_Festive_event_organizer,"['NamedIndividual', 'Role', 'Role']",['organizer'],,['Festive event.organizer'],,['host or organizer of event']
Role_Frame_Self_propelled_motion_to_a_destination_path,"['NamedIndividual', 'Role', 'Role']",['path'],,['Self propelled motion to a destination.path'],,['from Self propelled motion']
Role_Frame_Regulation_regulator,"['NamedIndividual', 'Role', 'Role']",['regulator'],['entity'],['Regulation.regulator'],,
Role_Frame_Family_famly_members,"['Role', 'NamedIndividual', 'Role']",['famly_members'],,['Family.famly_members'],,
Role_Frame_Idea_idea_self,"['NamedIndividual', 'Role', 'Role']",['idea_self'],,['Idea.idea_self'],['Content'],['the idea']
Role_Frame_Force_application_force,"['NamedIndividual', 'Role', 'Role']",['force'],['Force'],['Force-application.force'],,
Role_Frame_Decision_making_purpose,"['NamedIndividual', 'Role', 'Role']",['purpose'],,['Decision making.purpose'],,['the purpose or motivation for making the decision']
Role_Frame_Group_defining_properties,"['Role', 'NamedIndividual', 'Role']",['defining_properties'],,['Group.defining_properties'],,
Role_Frame_Treating_a_physical_affliction_body,"['NamedIndividual', 'Role', 'Role']",['body'],,['Treating a physical affliction.body'],,
Role_Frame_Disease_treatment_medical_professionals,"['Role', 'NamedIndividual', 'Role']",['medical_professionals'],,['Disease treatment.medical_professionals'],['Medic'],
Role_Frame_Territory_territory_whole,"['NamedIndividual', 'Role', 'Role']",['territory_whole'],,['Territory.territory_whole'],,['region of land']
Role_Frame_Election_ballot_counting,"['NamedIndividual', 'Role', 'Role']",['ballot_counting'],['x-schema'],['Election.ballot_counting'],,['subcase of counting']
Role_Frame_Luminosity_light_level,"['Role', 'NamedIndividual', 'Role']",['light_level'],,['Luminosity.light_level'],,['scale']
Role_Frame_Anger_body_agitation,"['Role', 'NamedIndividual', 'Role']",['body_agitation'],,['Anger.body_agitation'],,
Role_Frame_Authority_authority_entity,"['Role', 'NamedIndividual', 'Role']",['authority_entity'],,['Authority.authority_entity'],['Leader'],
Role_Frame_Spatial_relation_spatial_relation_value,"['NamedIndividual', 'Role', 'Role']",['spatial_relation_value'],,['Spatial relation.spatial_relation_value'],,"['contact', 'e.g. close']"
Role_Frame_Organization_of_power_superior_points_in_hierarchy,"['NamedIndividual', 'Role', 'Role']",['superior_points_in_hierarchy'],,['Organization of power.superior_points_in_hierarchy'],,
Role_Frame_Resource_purpose,"['Role', 'NamedIndividual', 'Role']",['purpose'],,['Resource.purpose'],,['the purpose the resource is being used to achieve']
Role_Frame_Motion_affecting_objects_impediment,"['NamedIndividual', 'Role', 'Role']",['impediment'],['Object'],['Motion-affecting objects.impediment'],,"[""the object that is affecting the mover's motion""]"
Role_Frame_Attribute_attribute,"['Role', 'NamedIndividual', 'Role']",['attribute'],,['Attribute.attribute'],['Attribute'],['state or property that attributor attributes to entity']
Role_Frame_Legislative_action_legislative_action_outcome,"['Role', 'NamedIndividual', 'Role']",['legislative_action_outcome'],,['Legislative action.legislative_action_outcome'],,
Role_Frame_Voting_outcome,"['Role', 'NamedIndividual', 'Role']",['outcome'],,['Voting.outcome'],,['whether the vote passes or fails']
Role_Frame_Group_membership_membership_fee,"['NamedIndividual', 'Role', 'Role']",['membership_fee'],,['Group membership.membership_fee'],,
Role_Frame_Adoption_family,"['NamedIndividual', 'Role', 'Role']",['family'],,['Adoption.family'],,
Role_Frame_Change_of_state_final_state_value,"['NamedIndividual', 'Role', 'Role']",['final_state_value'],,['Change of state.final_state_value'],['State'],['final experienced state value']
Role_Frame_Verticality_lower_points_in_structure,"['Role', 'NamedIndividual', 'Role']",['lower_points_in_structure'],,['Verticality.lower_points_in_structure'],,
Role_Frame_Organization_organization_members,"['NamedIndividual', 'Role', 'Role']",['organization_members'],['Person'],['Organization.organization_members'],['Members'],['set of members']
Role_Frame_War_War_side1,"['Role', 'NamedIndividual', 'Role']",['War.side1'],,['War.War.side1'],,
Role_Frame_Physical_structure_structural_integrity,"['Role', 'NamedIndividual', 'Role']",['structural_integrity'],['scale'],['Physical structure.structural_integrity'],,
Role_Frame_Restaurant_restaurant_owner,"['Role', 'NamedIndividual', 'Role']",['restaurant_owner'],,['Restaurant.restaurant_owner'],,
Role_Frame_Restaurant_waiter,"['Role', 'NamedIndividual', 'Role']",['waiter'],,['Restaurant.waiter'],,
Role_Frame_Corruption_corrupting_activities,"['NamedIndividual', 'Role', 'Role']",['corrupting_activities'],,['Corruption.corrupting_activities'],,
Role_Frame_Self_propelled_motion_bodypart,"['NamedIndividual', 'Role', 'Role']",['bodypart'],,['Self propelled motion.bodypart'],,
Role_Frame_Enablement_enabling_source,"['Role', 'NamedIndividual', 'Role']",['enabling_source'],,['Enablement.enabling_source'],,
Role_Frame_Machine_parts,"['Role', 'NamedIndividual', 'Role']",['parts'],,['Machine.parts'],,
Role_Frame_Physical_combat_outcome,"['NamedIndividual', 'Role', 'Role']",['outcome'],,['Physical combat.outcome'],,['may not have a winner or loser']
Role_Frame_Poverty_degree_of_poverty,"['NamedIndividual', 'Role', 'Role']",['degree of poverty'],,['Poverty.degree of poverty'],,
Role_Frame_Motion_along_a_path_location_of_observer,"['NamedIndividual', 'Role', 'Role']",['location_of_observer'],,['Motion along a path.location_of_observer'],,
Role_Frame_Decision_making_decision_making_process,"['NamedIndividual', 'Role', 'Role']",['decision_making_process'],,['Decision making.decision_making_process'],,['the action of making a decision (choosing a course of action)']
Role_Frame_Verticality_Upright_entity,"['NamedIndividual', 'Role', 'Role']",['Upright_entity'],,['Verticality.Upright_entity'],,
Role_Frame_Knowing_knower,"['NamedIndividual', 'Role', 'Role']",['knower'],,['Knowing.knower'],,
Role_Frame_Bodily_functioning_bodily_capacity,"['NamedIndividual', 'Role', 'Role']",['bodily_capacity'],,['Bodily functioning.bodily_capacity'],,
Role_Frame_Caring_caring_attitude,"['Role', 'NamedIndividual', 'Role']",['caring_attitude'],,['Caring.caring_attitude'],,['the feelings the caring_person has about the caring_target']
Role_Frame_Trust_relationship_trust_standards,"['NamedIndividual', 'Role', 'Role']",['trust_standards'],,['Trust relationship.trust_standards'],,
Role_Frame_Disease_treatment_medical_tools_and_medicines,"['Role', 'NamedIndividual', 'Role']",['medical_tools_and_medicines'],,['Disease treatment.medical_tools_and_medicines'],,
Role_Frame_Institution_position_duties,"['NamedIndividual', 'Role', 'Role']",['position_duties'],,['Institution.position_duties'],,
Role_Frame_Natural_process_natural_process,"['Role', 'NamedIndividual', 'Role']",['natural_process'],['process'],['Natural process.natural_process'],,
Role_Frame_Regulation_regulation_target,"['Role', 'NamedIndividual', 'Role']",['regulation_target'],,['Regulation.regulation_target'],,['(what is being regulated)']
Role_Frame_Group_group,"['Role', 'NamedIndividual', 'Role']",['group'],['Entity'],['Group.group'],['Aggregate'],
Role_Frame_Proximal_distal_boundary,"['Role', 'NamedIndividual', 'Role']",['boundary'],,['Proximal distal.boundary'],,
Role_Frame_Relation_relation_x_schema,"['NamedIndividual', 'Role', 'Role']",['relation_x-schema'],,['Relation.relation_x-schema'],,
Role_Frame_School_curriculum,"['NamedIndividual', 'Role', 'Role']",['curriculum'],,['School.curriculum'],,
Role_Frame_Lose_possession_lose_possession_x_schema,"['NamedIndividual', 'Role', 'Role']",['lose_possession_x-schema'],['x-schema'],['Lose possession.lose_possession_x-schema'],,
Role_Frame_Create_object_created_object_process,"['Role', 'NamedIndividual', 'Role']",['created_object_process'],,['Create object.created_object_process'],,['process of created object coming into existence']
Role_Frame_Legislative_action_legislative_affected_jurisdiction,"['NamedIndividual', 'Role', 'Role']",['legislative_affected_jurisdiction'],,['Legislative action.legislative_affected_jurisdiction'],,
Role_Frame_Cancer_cancer,"['NamedIndividual', 'Role', 'Role']",['cancer'],,['Cancer.cancer'],,
Role_Frame_Part_whole_part2,"['Role', 'NamedIndividual', 'Role']",['part2'],,['Part whole.part2'],,
Role_Frame_Difficulty_difficulty,"['NamedIndividual', 'Role', 'Role']",['difficulty'],,['Difficulty.difficulty'],,
Role_Frame_Political_region_governing_institution,"['NamedIndividual', 'Role', 'Role']",['governing_institution'],,['Political region.governing_institution'],,
Role_Frame_Dissect_dissector,"['Role', 'NamedIndividual', 'Role']",['dissector'],,['Dissect.dissector'],,
Role_Frame_Firearm_weapon_whole,"['NamedIndividual', 'Role', 'Role']",['weapon_whole'],,['Firearm.weapon_whole'],,
Role_Frame_Functionality_functionality_scale,"['NamedIndividual', 'Role', 'Role']",['functionality_scale'],['scale'],['Functionality.functionality_scale'],,
Role_Frame_Speech_act_utterance,"['Role', 'NamedIndividual', 'Role']",['utterance'],,['Speech act.utterance'],,
Role_Frame_State_leadership_nation_whole,"['Role', 'NamedIndividual', 'Role']",['nation_whole'],,['State leadership.nation_whole'],,
Role_Frame_Crafting_crafting_process,"['NamedIndividual', 'Role', 'Role']",['crafting_process'],,['Crafting.crafting_process'],,
Role_Frame_Physical_competition_end,"['NamedIndividual', 'Role', 'Role']",['end'],,['Physical competition.end'],,
Role_Frame_Rights_right,"['NamedIndividual', 'Role', 'Role']",['right'],,['Rights.right'],,
Role_Frame_Verticality_vertical_entity,"['Role', 'NamedIndividual', 'Role']",['vertical_entity'],,['Verticality.vertical_entity'],,['entity whose location and/or orientation are defined with respect to a vertical scale']
Role_Frame_Moral_evaluation_judge,"['Role', 'NamedIndividual', 'Role']",['judge'],,['Moral evaluation.judge'],,['person making evaluation']
Role_Frame_Anger_body,"['Role', 'NamedIndividual', 'Role']",['body'],,['Anger.body'],,['body of the experiencer']
Role_Frame_Purposeful_action_effort,"['NamedIndividual', 'Role', 'Role']",['effort'],,['Purposeful action.effort'],,['the amount of effort needed to perform the action']
Role_Frame_Sound_sound_percept,"['NamedIndividual', 'Role', 'Role']",['sound_percept'],,['Sound.sound_percept'],,
Role_Frame_Animal_life_cycle_animal_life_cycle_maturation_state,"['NamedIndividual', 'Role', 'Role']",['animal_life_cycle_maturation_state'],,['Animal life cycle.animal_life_cycle_maturation_state'],,
Role_Frame_Danger_endangered_entity,"['NamedIndividual', 'Role', 'Role']",['endangered_entity'],,['Danger.endangered_entity'],['asset'],
Role_Frame_Boat_medium_of_motion,"['NamedIndividual', 'Role', 'Role']",['medium_of_motion'],,['Boat.medium_of_motion'],,"['body of water', 'i.e.']"
Role_Frame_War_side2,"['NamedIndividual', 'Role', 'Role']",['side2'],,['War.side2'],,
Role_Frame_Election_ballot,"['NamedIndividual', 'Role', 'Role']",['ballot'],,['Election.ballot'],,['means of voter indicating choice']
Role_Frame_Create_object_components,"['NamedIndividual', 'Role', 'Role']",['components'],,['Create object.components'],['Components'],['material or parts object is created from']
Role_Frame_Death_death_x_schema,"['NamedIndividual', 'Role', 'Role']",['death_x-schema'],,['Death.death_x-schema'],,
Role_Frame_Attacking_attacked,"['Role', 'NamedIndividual', 'Role']",['attacked'],['person'],['Attacking.attacked'],['Victim'],['person that is attacked']
Role_Frame_X_schema_interruption,"['NamedIndividual', 'Role', 'Role']",['interruption'],,['X-schema.interruption'],,['interruption in x-schema execution']
Role_Frame_Disease_treatment_treatment_strategies,"['Role', 'NamedIndividual', 'Role']",['treatment_strategies'],,['Disease treatment.treatment_strategies'],,
Role_Frame_Containing_contents_location,"['NamedIndividual', 'Role', 'Role']",['contents_location'],,['Containing.contents_location'],,
Role_Frame_Learning_purpose_of_learning,"['NamedIndividual', 'Role', 'Role']",['purpose_of_learning'],,['Learning.purpose_of_learning'],,
Role_Frame_Gun_debate_negative_team,"['Role', 'NamedIndividual', 'Role']",['negative_team'],,['Gun debate.negative_team'],,
Role_Frame_Gun_rights_gun_rights__owner_,"['NamedIndividual', 'Role', 'Role']","['gun_rights_""owner""']",,"['Gun rights.gun_rights_""owner""']",,
Role_Frame_Child_care_child_ren_,"['NamedIndividual', 'Role', 'Role']",['child(ren)'],,['Child care.child(ren)'],,
Role_Frame_Verticality_higher_positioned_entity,"['Role', 'NamedIndividual', 'Role']",['higher_positioned_entity'],,['Verticality.higher_positioned_entity'],,
Role_Frame_Motion_along_a_path_goal_of_motion,"['NamedIndividual', 'Role', 'Role']",['goal_of_motion'],,['Motion_along_a_path.goal_of_motion'],,
Role_Frame_Advocacy_actions,"['NamedIndividual', 'Role', 'Role']",['actions'],['x-schema'],['Advocacy.actions'],,
Role_Frame_Possession_possession,"['Role', 'NamedIndividual', 'Role']",['possession'],['object'],['Possession.possession'],['Possession'],['possessable object']
Role_Frame_Caused_change_of_state_Change_of_state,"['NamedIndividual', 'Role', 'Role']",['Change of state'],,['Caused change of state.Change of state'],,
Role_Frame_Building_foundation_material,"['NamedIndividual', 'Role', 'Role']",['foundation_material'],,['Building.foundation_material'],,
Role_Frame_Authority_governed,"['NamedIndividual', 'Role', 'Role']",['governed'],,['Authority.governed'],['Governed'],
Role_Frame_Cut_object_of_cutting,"['NamedIndividual', 'Role', 'Role']",['object_of_cutting'],['Object'],['Cut.object_of_cutting'],,
Role_Frame_Axis_axis,"['NamedIndividual', 'Role', 'Role']",['axis'],,['Axis.axis'],,['an (imagined) straight line']
Role_Frame_Biological_entity_specialized_parts,"['NamedIndividual', 'Role', 'Role']",['specialized_parts'],,['Biological entity.specialized_parts'],,['distinctive parts of the body']
Role_Frame_Firm_firm_status,"['NamedIndividual', 'Role', 'Role']",['firm_status'],,['Firm.firm_status'],,
Role_Frame_X_schema_x_schema_start,"['NamedIndividual', 'Role', 'Role']",['x-schema_start'],['stage'],['X-schema.x-schema_start'],,['transition from initial to ongoing']
Role_Frame_Thinking_about_desiredKnowledge,"['Role', 'NamedIndividual', 'Role']",['desiredKnowledge'],,['Thinking about.desiredKnowledge'],,
Role_Frame_Election_institution,"['NamedIndividual', 'Role', 'Role']",['institution'],,['Election.institution'],,['the official institution which has the function roles']
Role_Frame_Awakening_waker,"['NamedIndividual', 'Role', 'Role']",['waker'],,['Awakening.waker'],['Agent'],
Role_Frame_Being_unstable_x_schema,"['NamedIndividual', 'Role', 'Role']",['x-schema'],['ongoing_process'],['Being unstable.x-schema'],,
Role_Frame_Nuclear_family_family_whole,"['NamedIndividual', 'Role', 'Role']",['family_whole'],,['Nuclear family.family_whole'],,
Role_Frame_Body_body_whole,"['NamedIndividual', 'Role', 'Role']",['body_whole'],,['Body.body_whole'],,
Role_Frame_Anger_mind_condition,"['Role', 'NamedIndividual', 'Role']",['mind_condition'],,['Anger.mind_condition'],,['condition of the mind of the experiencer']
Role_Frame_Speech_act_outcome,"['NamedIndividual', 'Role', 'Role']",['outcome'],,['Speech act.outcome'],,
Role_Frame_Dimensionality_dimensional_entity,"['NamedIndividual', 'Role', 'Role']",['dimensional_entity'],,['Dimensionality.dimensional_entity'],,
Role_Frame_Experiencing_a_state_state_temporal_profile,"['Role', 'NamedIndividual', 'Role']",['state_temporal_profile'],['Process'],['Experiencing a state.state_temporal_profile'],,['the way the state unfolds over time (may or may not involve change)']
Role_Frame_Responsibility_fulfillment_of_duty,"['NamedIndividual', 'Role', 'Role']",['fulfillment_of_duty'],,['Responsibility.fulfillment_of_duty'],,
Role_Frame_Bodily_functioning_body_structure,"['NamedIndividual', 'Role', 'Role']",['body_structure'],,['Bodily functioning.body_structure'],,
Role_Frame_Computer_computer_whole,"['Role', 'NamedIndividual', 'Role']",['computer_whole'],,['Computer.computer_whole'],,
Role_Frame_Social_problems_problem,"['NamedIndividual', 'Role', 'Role']",['problem'],,['Social problems.problem'],,
Role_Frame_Competition_competition_x_schema,"['NamedIndividual', 'Role', 'Role']",['competition_x-schema'],,['Competition.competition_x-schema'],,
Role_Frame_Surgery_sickness_treated_by_surgery,"['NamedIndividual', 'Role', 'Role']",['sickness_treated_by_surgery'],,['Surgery.sickness_treated_by_surgery'],,
Role_Frame_Pressure_entity_receiving_force_of_pressure,"['Role', 'NamedIndividual', 'Role']",['entity receiving force of pressure'],,['Pressure.entity receiving force of pressure'],,
Role_Frame_Object_manipulation_grasped_object,"['NamedIndividual', 'Role', 'Role']",['grasped_object'],,['Object manipulation.grasped_object'],,
Role_Frame_War_weapons,"['Role', 'NamedIndividual', 'Role']",['weapons'],,['War.weapons'],['Means'],
Role_Frame_Lose_possession_lose_possession_x_schema_initial,"['NamedIndividual', 'Role', 'Role']",['lose_possession_x-schema.initial'],,['Lose possession.lose_possession_x-schema.initial'],,
Role_Frame_Scale_norm,"['NamedIndividual', 'Role', 'Role']",['norm'],,['Scale.norm'],,
Role_Frame_Arithmetic_smaller,"['NamedIndividual', 'Role', 'Role']",['smaller'],,['Arithmetic.smaller'],,
Role_Frame_Game_playing_x_schema,"['NamedIndividual', 'Role', 'Role']",['playing x-schema'],,['Game.playing x-schema'],,
Role_Frame_Motion_to_avoid_a_destination_source,"['Role', 'NamedIndividual', 'Role']",['source'],,['Motion to avoid a destination.source'],,
Role_Frame_Fierce_animal_dangerous_body_part,"['NamedIndividual', 'Role', 'Role']",['dangerous_body_part'],['physical entity'],['Fierce animal.dangerous_body_part'],,"[""part of animal's body that may cause harm to others""]"
Role_Frame_Plant_life_cycle_plant_entity,"['Role', 'NamedIndividual', 'Role']",['plant_entity'],['Plant'],['Plant life cycle.plant_entity'],,
Role_Frame_Trust_relationship_trusting_entity,"['NamedIndividual', 'Role', 'Role']",['trusting_entity'],,['Trust relationship.trusting_entity'],,
Role_Frame_Experience_pain_injury,"['NamedIndividual', 'Role', 'Role']",['injury'],['x-schema'],['Experience pain.injury'],,['bodily injury or other harm that is experienced']
Role_Frame_Argument_trigger_of_argument,"['NamedIndividual', 'Role', 'Role']",['trigger_of_argument'],['x-schema condition'],['Argument.trigger_of_argument'],,
Role_Frame_Organization_of_power_item_in_hierarchy,"['NamedIndividual', 'Role', 'Role']",['item_in_hierarchy'],,['Organization of power.item_in_hierarchy'],,
Role_Frame_Desire_desired_object,"['NamedIndividual', 'Role', 'Role']",['desired_object'],,['Desire.desired_object'],,
Role_Frame_Political_region_natural_resources,"['NamedIndividual', 'Role', 'Role']",['natural_resources'],,['Political region.natural_resources'],,
Role_Frame_Computer_power_source,"['NamedIndividual', 'Role', 'Role']",['power_source'],,['Computer.power_source'],,
Role_Frame_Exemplar_instance,"['NamedIndividual', 'Role', 'Role']",['instance'],,['Exemplar.instance'],['Instance'],
Role_Frame_School_teacher_s_,"['NamedIndividual', 'Role', 'Role']",['teacher(s)'],,['School.teacher(s)'],,
Role_Frame_Game_outcome,"['Role', 'NamedIndividual', 'Role']",['outcome'],,['Game.outcome'],,
Role_Frame_Plant_life_cycle_plant_death,"['NamedIndividual', 'Role', 'Role']",['plant_death'],,['Plant life cycle.plant_death'],,"['withering', 'wilting as LUs']"
Role_Frame_Laundering_cleaning_substance,"['Role', 'NamedIndividual', 'Role']",['cleaning substance'],,['Laundering.cleaning substance'],,['e.g. detergent']
Role_Frame_Seeing_eyes,"['NamedIndividual', 'Role', 'Role']",['eyes'],,['Seeing.eyes'],,
Role_Frame_Nurturance_degree_of_nurturance,"['Role', 'NamedIndividual', 'Role']",['degree_of_nurturance'],,['Nurturance.degree_of_nurturance'],,
Role_Frame_Desire_desired_thing,"['NamedIndividual', 'Role', 'Role']",['desired_thing'],,['Desire.desired_thing'],,['the thing that the experiencer desires']
Role_Frame_Self_propelled_motion_to_a_destination_self_motion_x_schema,"['Role', 'NamedIndividual', 'Role']",['self-motion_x-schema'],,['Self propelled motion to a destination.self-motion_x-schema'],,['from Self propelled motion']
Role_Frame_Quantity_measure_of_quantity,"['Role', 'NamedIndividual', 'Role']",['measure_of_quantity'],,['Quantity.measure_of_quantity'],['Value'],['position on quantity scale']
Role_Frame_Death_death_protagonist,"['Role', 'NamedIndividual', 'Role']",['death_protagonist'],,['Death.death_protagonist'],,
Role_Frame_Change_of_state_initial_state_value,"['Role', 'NamedIndividual', 'Role']",['initial_state_value'],,['Change of state.initial_state_value'],['State'],['initial experienced state value']
Role_Frame_Servitude_subjugator,"['Role', 'NamedIndividual', 'Role']",['subjugator'],,['Servitude.subjugator'],,['person in control of subjugated']
Role_Frame_Purity_pure_entity,"['Role', 'NamedIndividual', 'Role']",['pure_entity'],,['Purity.pure_entity'],,['substance']
Role_Frame_Caring_caring_action,"['NamedIndividual', 'Role', 'Role']",['caring_action'],,['Caring.caring_action'],,['things that the caring person does for the benefit of the caring_target']
Role_Frame_International_relations_Nation1,"['Role', 'NamedIndividual', 'Role']",['Nation1'],,['International relations.Nation1'],,
Role_Frame_Government_source_of_powers,"['Role', 'NamedIndividual', 'Role']",['source_of_powers'],,['Government.source_of_powers'],,
Role_Frame_Searching_sought_thing,"['Role', 'NamedIndividual', 'Role']",['sought_thing'],,['Searching.sought_thing'],,['the thing the searcher is looking for']
Role_Frame_Object_manipulation_object,"['NamedIndividual', 'Role', 'Role']",['object'],,['Object manipulation.object'],['Entity'],['the manipulated object']
Role_Frame_Create_object_creation_action,"['NamedIndividual', 'Role', 'Role']",['creation_action'],,['Create object.creation_action'],,['action creator performs to create object']
Role_Frame_Relation_relation_value_x_schema,"['NamedIndividual', 'Role', 'Role']",['relation_value_x-schema'],['x-schema'],['Relation.relation_value_x-schema'],,"['at least some relations can be conceptualized as a state of affairs that can potentially change over time. e.g. relation can start', 'continue', 'end']"
Role_Frame_Gun_rights_legislation_proponent_of_legislation,"['NamedIndividual', 'Role', 'Role']",['proponent_of_legislation'],,['Gun rights legislation.proponent_of_legislation'],,
Role_Frame_Nurturant_parent_family_parenting_style,"['Role', 'NamedIndividual', 'Role']",['parenting_style'],,['Nurturant parent family.parenting_style'],,"['...', 'need-based fairness', 'Focus on empathy']"
Role_Frame_Nuclear_family_parenting_style,"['NamedIndividual', 'Role', 'Role']",['parenting_style'],,['Nuclear family.parenting_style'],,
Role_Frame_Forced_motion_forceful_action,"['NamedIndividual', 'Role', 'Role']",['forceful_action'],['force-application frame'],['Forced motion.forceful_action'],['Means'],['action that causes motion']
Role_Frame_Straightness_straight_object,"['Role', 'NamedIndividual', 'Role']",['straight_object'],,['Straightness.straight_object'],,
Role_Frame_Theft_stolen_item,"['Role', 'NamedIndividual', 'Role']",['stolen_item'],,['Theft.stolen_item'],['Goods'],
Role_Frame_Citizen_evaluation_of_government_behavior,"['Role', 'NamedIndividual', 'Role']",['behavior'],,['Citizen evaluation of government.behavior'],,
Role_Frame_Object_construction_putting_together,"['NamedIndividual', 'Role', 'Role']",['putting_together'],,['Object construction.putting_together'],,
Role_Frame_Organization_organization_physical_assets,"['Role', 'NamedIndividual', 'Role']",['organization_physical_assets'],,['Organization.organization_physical_assets'],,
Role_Frame_Physical_structure_structure_parts,"['Role', 'NamedIndividual', 'Role']",['structure_parts'],,['Physical structure.structure_parts'],,
Role_Frame_Food_amount,"['Role', 'NamedIndividual', 'Role']",['amount'],,['Food.amount'],,
Role_Frame_Race_outcome,"['NamedIndividual', 'Role', 'Role']",['outcome'],,['Race.outcome'],,
Role_Frame_Political_region_borders,"['NamedIndividual', 'Role', 'Role']",['borders'],,['Political region.borders'],,['the edges of the physical area']
Role_Frame_X_schema_whole,"['NamedIndividual', 'Role', 'Role']",['whole'],,['X-schema.whole'],,['entire x-schema']
Role_Frame_Premium_Product,"['NamedIndividual', 'Role', 'Role']",['Product'],,['Premium.Product'],,
Role_Frame_Plants_plant_nourishment,"['Role', 'NamedIndividual', 'Role']",['plant_nourishment'],,['Plants.plant_nourishment'],,
Role_Frame_Treating_a_physical_affliction_treatment_provider,"['NamedIndividual', 'Role', 'Role']",['treatment_provider'],,['Treating a physical affliction.treatment_provider'],,
Role_Frame_Disease_bodily_healing_system,"['Role', 'NamedIndividual', 'Role']",['bodily_healing_system'],,['Disease.bodily_healing_system'],,
Role_Frame_Force_application_x_schema,"['Role', 'NamedIndividual', 'Role']",['x-schema'],['Process'],['Force-application.x-schema'],,
Role_Frame_Life_course_of_life,"['Role', 'NamedIndividual', 'Role']",['course_of_life'],,['Life.course_of_life'],,
Role_Frame_International_Relations_International_relations_nation2,"['Role', 'NamedIndividual', 'Role']",['International_relations.nation2'],,['International Relations.International_relations.nation2'],,
Role_Frame_Social_problems_result_of_problem,"['NamedIndividual', 'Role', 'Role']",['result_of_problem'],,['Social problems.result_of_problem'],,['the (negative) effects of the problem']
Role_Frame_Verticality_vertical_axis,"['Role', 'NamedIndividual', 'Role']",['vertical_axis'],,['Verticality.vertical_axis'],,['axis aligned in relation to gravity']
Role_Frame_Building_builder,"['NamedIndividual', 'Role', 'Role']",['builder'],,['Building.builder'],,
Role_Frame_Resource_type,"['NamedIndividual', 'Role', 'Role']",['type'],,['Resource.type'],,
Role_Frame_Addressing_social_problems_society,"['Role', 'NamedIndividual', 'Role']",['society'],,['Addressing social problems.society'],,['(segment of) society affected by problem']
Role_Frame_Condition_of_physical_object_Complex_physical_object,"['Role', 'NamedIndividual', 'Role']",['Complex physical object'],,['Condition of physical object.Complex physical object'],,
Role_Frame_Fire_nearby_objects,"['NamedIndividual', 'Role', 'Role']",['nearby_objects'],,['Fire.nearby_objects'],,
Role_Frame_Complex_physical_object_object_weight,"['NamedIndividual', 'Role', 'Role']",['object_weight'],,['Complex physical object.object_weight'],,['scalar amount']
Role_Frame_Taste_taste_qualia,"['Role', 'NamedIndividual', 'Role']",['taste_qualia'],,['Taste.taste_qualia'],,
