name,hasSourceRole,label,type,hasTargetRole,comment
Mapping_546,['Role_Frame_Self_propelled_motion_to_a_destination_self_mover'],['Self-initiated state change.experiencer<=Self propelled motion to a destination.self-mover'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Self_initiated_state_change_experiencer'],
Mapping_149,['Role_Frame_Transfer_scenario_recipient'],['Control.controlling_entity<=Transfer scenario.recipient'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Control_controlling_entity'],['at final stage']
Mapping_224,['Role_Frame_Competitive_sport_competitor1'],['Election.candidate1<=Competitive sport.competitor1'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Election_candidate1'],
Mapping_582,['Role_Frame_Bounded_region_interior'],['Nation.state_of_nation<=Bounded region.interior'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Nation_state_of_nation'],
Mapping_323,['Role_Frame_Shepherding_sheep'],['Government.governed<=Shepherding.sheep'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Government_governed'],
Mapping_376,['Role_Frame_Perception_faculty'],['Knowing.mind<=Perception.faculty'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Knowing_mind'],
Mapping_205,['Role_Frame_Hunger_hunger'],['Desire.desire<=Hunger.hunger'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Desire_desire'],
Mapping_410,['Role_Frame_Journey_vehicles_in_journey'],['Life.relationships_in_life<=Journey.vehicles_in_journey'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Life_relationships_in_life'],
Mapping_503,['Role_Frame_Containing_container'],['Relationship.relationship<=Containing.container'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Relationship_relationship'],
Mapping_527,['Role_Frame_Journey_vehicle'],['Romantic relationship.relationship<=Journey.vehicle'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Romantic_relationship_relationship'],
Mapping_182,['Role_Frame_Bounded_region_proximal_region'],['Control.scope_of_control<=Bounded region.proximal region'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Control_scope_of_control'],
Mapping_246,['Role_Frame_Forced_motion_agent'],['Legislation enactment.legislators<=Forced motion.agent'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Legislation_enactment_legislators'],
Mapping_52,['Role_Frame_War_army'],['Addressing social problems.public_officials<=War.army'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_social_problems_public_officials'],
Mapping_483,['Role_Frame_Cause_to_see_perception_causer'],['Reasoning.reasoner<=Cause to see.perception_causer'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Reasoning_reasoner'],
Mapping_239,['Role_Frame_War_War_side2'],['Election.candidate2<=War.War.side2'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Election_candidate2'],
Mapping_535,['Role_Frame_Touching_touch_bodypart'],['Seeing.eyes<=Touching.touch_bodypart'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Seeing_eyes'],
Mapping_189,['Role_Frame_Object_manipulation_object'],['Control.dependent_entity<=Object manipulation.object'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Control_dependent_entity'],
Mapping_91,['Role_Frame_Heating_fluid_container_heat'],['Anger.body_heat<=Heating_fluid.container_heat'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Anger_body_heat'],
Mapping_557,['Role_Frame_Family_family_whole'],['Social group.social_group_whole<=Family.family_whole'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Social_group_social_group_whole'],
Mapping_74,['Role_Frame_Fire_burning_object_condition'],['Anger.mind_condition<=Fire.burning_object_condition'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Anger_mind_condition'],
Mapping_349,['Role_Frame_Food_food'],['Idea.idea_self<=Food.food'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Idea_idea_self'],
Mapping_145,['Role_Frame_Harm_to_living_entity_victim'],['Economic difficulty.actor<=Harm to living entity.victim'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Economic_difficulty_actor'],
Mapping_93,['Role_Frame_Object_collection_collection_size'],['Arithmetic.number_size<=Object collection.collection_size'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Arithmetic_number_size'],
Mapping_283,['Role_Frame_Motion_along_a_path_goal'],['Governing action.governing_objectives<=Motion along a path.goal'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Governing_action_governing_objectives'],
Mapping_108,['Role_Frame_Object_construction_taking_apart'],['Arithmetic.subtraction<=Object construction.taking_apart'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Arithmetic_subtraction'],
Mapping_485,['Role_Frame_Self_propelled_motion_to_a_destination_goal'],['Purposeful action.objective<=Self propelled motion to a destination.goal'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Purposeful_action_objective'],"['I.e. PURPSOSES ARE DESIRED LOCATIONS: goal has binding to objective in Source domain frame, and objective is bound to Desire.desired_situation']"
Mapping_9,['Role_Frame_Gain_possession_recipient'],['Purposeful action.actor<=Gain possession.recipient'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Purposeful_action_actor'],
Mapping_116,['Role_Frame_Upright_posture_upright_position'],['Moral goodness.goodness<=Upright posture.upright_position'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Moral_goodness_goodness'],
Mapping_18,['Role_Frame_Upward_motion_mover'],['Power.Power_holder<=Upward motion.mover'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Power_Power_holder'],
Mapping_421,['Role_Frame_Liquid_liquid'],['Money.money<=Liquid.liquid'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Money_money'],
Mapping_520,['Role_Frame_Territory_owner'],['Rights.rights_holder<=Territory.owner'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Rights_rights_holder'],
Mapping_212,['Role_Frame_War_army'],['Disease treatment.medical_professionals<=War.army'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Disease_treatment_medical_professionals'],
Mapping_284,['Role_Frame_Verticality_vertical_entity'],['Government institution.government_whole<=Verticality.vertical_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Government_institution_government_whole'],
Mapping_528,['Role_Frame_Journey_path_of_journey'],['Romantic relationship.course_of_relationship<=Journey.path_of_journey'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Romantic_relationship_course_of_relationship'],
Mapping_591,['Role_Frame_Punishment_punisher'],['Taxation.taxer<=Punishment.punisher'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Taxation_taxer'],
Mapping_196,['Role_Frame_Decay_decaying_effect'],['Corruption.corrupting_effect<=Decay.decaying_effect'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Corruption_corrupting_effect'],
Mapping_32,['Role_Frame_Animal_animal'],['Crime.criminal<=Animal.animal'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Crime_criminal'],
Mapping_165,['Role_Frame_Eating_eater'],['Cognizing.cognizer<=Eating.eater'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Cognizing_cognizer'],
Mapping_594,['Role_Frame_Servitude_subjugator'],['Taxation.taxer<=Servitude.subjugator'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Taxation_taxer'],
Mapping_605,['Role_Frame_Lose_possession_lose_possession_x_schema_finish'],['Control.control_relation_status.finish<=Lose possession.lose_possession_x-schema.finish'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Control_control_relation_status_finish'],
Mapping_641,['Role_Frame_Possession_possessor'],['Part whole.whole<=Possession.possessor'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Part_whole_whole'],
Mapping_565,['Role_Frame_Disease_doctor'],['Social problems.authority<=Disease.doctor'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Social_problems_authority'],
Mapping_298,['Role_Frame_Biological_entity_organism'],['Government institution.government_whole<=Biological entity.organism'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Government_institution_government_whole'],
Mapping_525,['Role_Frame_Journey_journeyer'],['Romantic relationship.relationship_participant<=Journey.journeyer'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Romantic_relationship_relationship_participant'],
Mapping_456,['Role_Frame_Machine_purpose_of_machine'],['Organization.ogranization_mission<=Machine.purpose_of_machine'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Organization_ogranization_mission'],
Mapping_266,['Role_Frame_Being_at_a_location_locale'],['Experiencing a state.state<=Being at a location.locale'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Experiencing_a_state_state'],
Mapping_552,['Role_Frame_Textile_textile_whole'],['Social group.social_group_whole<=Textile.textile_whole'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Social_group_social_group_whole'],
Mapping_352,['Role_Frame_Possession_possessor'],['Idea.idea_cognizer<=Possession.possessor'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Idea_idea_cognizer'],
Mapping_260,['Role_Frame_Being_at_a_location_Being_at_a_location_current_location'],['Experiencing an economic status.status<=Being at a location.Being at a location.current_location'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Experiencing_an_economic_status_status'],
Mapping_388,['Role_Frame_Physical_structure_structure_creator'],['Law.law_creator<=Physical structure.structure_creator'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Law_law_creator'],
Mapping_373,['Role_Frame_Relationship_Relationship_related_entity2'],['International Relations.International_relations.nation2<=Relationship.Relationship.related_entity2'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_International_Relations_International_relations_nation2'],
Mapping_336,['Role_Frame_Magic_magical_object'],['Personal weapon.weapon<=Magic.magical_object'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Personal_weapon_weapon'],
Mapping_615,['Role_Frame_Substance_substance'],['Time.time<=Substance.substance'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Time_time'],
Mapping_126,['Role_Frame_Containing_container'],['Emotion.body<=Containing.container'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Emotion_body'],
Mapping_147,['Role_Frame_Transfer_scenario_transferred_possession'],['Control.ability_to_control<=Transfer scenario.transferred_possession'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Control_ability_to_control'],
Mapping_125,['Role_Frame_Containing_fullness_degree'],['Emotion.emotion_level<=Containing.fullness_degree'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Emotion_emotion_level'],
Mapping_154,['Role_Frame_Motion_along_a_path_mover'],['Change of state.experiencer<=Motion along a path.mover'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Change_of_state_experiencer'],
Mapping_564,['Role_Frame_Disease_health_status'],['Social problems.social_functioning<=Disease.health_status'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Social_problems_social_functioning'],
Mapping_82,['Role_Frame_Insanity_insane_behavior'],['Anger.angry_action<=Insanity.insane_behavior'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Anger_angry_action'],
Mapping_256,['Role_Frame_Spatial_relation_entity_1'],['Experiencing_a_state.experiencer<=Spatial relation.entity_1'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Experiencing_a_state_experiencer'],
Mapping_257,['Role_Frame_Spatial_relation_entity_2'],['Experiencing_a_state.state<=Spatial relation.entity_2'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Experiencing_a_state_state'],
Mapping_447,['Role_Frame_Person_Person_person'],['Nation.Nation.nation_whole<=Person.Person.person'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Nation_Nation_nation_whole'],
Mapping_303,['Role_Frame_Child_care_child_ren_'],['Government.governed<=Child care.child(ren)'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Government_governed'],
Mapping_508,['Role_Frame_Physical_structure_structure_creator'],['Relationship.related_entity_2<=Physical structure.structure_creator'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Relationship_related_entity_2'],
Mapping_476,['Role_Frame_Motion_impediments_mover_location'],['Poverty.impoverished_state<=Motion impediments.mover_location'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Poverty_impoverished_state'],
Mapping_274,['Role_Frame_Transfer_scenario_transfer_recipient'],['Force transfer.force_receiver<=Transfer scenario.transfer_recipient'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Force_transfer_force_receiver'],
Mapping_215,['Role_Frame_War_weapons'],['Disease treatment.medical_tools_and_medicines<=War.weapons'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Disease_treatment_medical_tools_and_medicines'],
Mapping_181,['Role_Frame_Verticality_State_of_uprightness'],['Consciousness.State_of_consciousness<=Verticality.State_of_uprightness'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Consciousness_State_of_consciousness'],
Mapping_435,['Role_Frame_Building_building_integrity'],['Nation.state_of_nation<=Building.building_integrity'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Nation_state_of_nation'],
Mapping_279,['Role_Frame_Gain_possession_recipient'],['Position.job_holder<=Gain possession.recipient'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Position_job_holder'],
Mapping_291,['Role_Frame_Machine_functional_status'],['Government institution.functional_status<=Machine.functional_status'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Government_institution_functional_status'],
Mapping_228,['Role_Frame_Game_game_player1'],['Election.candidate1<=Game.game player1'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Election_candidate1'],
Mapping_619,['Role_Frame_Building_builder'],['Trust relationship.trusted_entity<=Building.builder'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Trust_relationship_trusted_entity'],
Mapping_282,['Role_Frame_Motion_along_a_path_motion_x_schema'],['Governing action.governing_action_x-schema<=Motion along a path.motion_x-schema'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Governing_action_governing_action_x_schema'],
Mapping_600,['Role_Frame_Disease_disease'],['Taxation.tax<=Disease.disease'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Taxation_tax'],
Mapping_99,['Role_Frame_Object_construction_objects'],['Arithmetic.numbers<=Object construction.objects'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Arithmetic_numbers'],
Mapping_185,['Role_Frame_Possession_possession'],['Control.ability_to_control<=Possession.possession'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Control_ability_to_control'],
Mapping_23,['Role_Frame_Being_at_a_location_landmark'],['Action.action_x-schema<=Being at a location.landmark'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Action_action_x_schema'],
Mapping_348,['Role_Frame_Verticality_lower_points_in_structure'],['Organization of power.inferior_points_in_hierarchy<=Verticality.lower_points_in_structure'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Organization_of_power_inferior_points_in_hierarchy'],
Mapping_592,['Role_Frame_Punishment_punished_person'],['Taxation.tax_payer<=Punishment.punished_person'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Taxation_tax_payer'],
Mapping_414,['Role_Frame_Person_person'],['Machine.machine<=Person.person'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Machine_machine'],
Mapping_104,['Role_Frame_Object_construction_construction_act'],['Arithmetic.arithmetic_operation<=Object construction.construction_act'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Arithmetic_arithmetic_operation'],
Mapping_55,['Role_Frame_War_war_strategies'],['Addressing social problems.social_programs<=War.war_strategies'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_social_problems_social_programs'],
Mapping_377,['Role_Frame_Perception_perception_x_schema'],['Knowing.knowing_x-schema<=Perception.perception_x-schema'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Knowing_knowing_x_schema'],
Mapping_176,['Role_Frame_Cause_to_see_Object_seen'],['Communication.message<=Cause to see.Object_seen'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Communication_message'],
Mapping_11,['Role_Frame_Gain_possession_possession'],['Purposeful action.objective<=Gain possession.possession'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Purposeful_action_objective'],
Mapping_119,['Role_Frame_Being_at_a_Low_Location_low_landmark'],['Impoverished.impoverishment<=Being at a Low Location.low_landmark'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Impoverished_impoverishment'],
Mapping_105,['Role_Frame_Object_construction_constructed_object'],['Arithmetic.arithmetic_operation_result<=Object construction.constructed_object'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Arithmetic_arithmetic_operation_result'],
Mapping_616,['Role_Frame_Substance_amount_of_substance'],['Time.duration_of_time<=Substance.amount_of_substance'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Time_duration_of_time'],
Mapping_43,['Role_Frame_Treating_a_physical_affliction_doctors'],['Addressing social problems.authorities<=Treating a physical affliction.doctors'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_social_problems_authorities'],
Mapping_340,['Role_Frame_Motion_affecting_objects_mover'],['Gun control legislation.affected_people<=Motion-affecting objects.mover'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Gun_control_legislation_affected_people'],
Mapping_521,['Role_Frame_Vehicle_vehicle'],['Romantic_relationship.relationship<=Vehicle.vehicle'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Romantic_relationship_relationship'],
Mapping_107,['Role_Frame_Object_construction_putting_together'],['Arithmetic.addition<=Object construction.putting_together'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Arithmetic_addition'],
Mapping_2,['Role_Frame_Seeing_seen_object'],['Citizen evaluation of government.behavior<=Seeing.seen_object'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Citizen_evaluation_of_government_behavior'],
Mapping_598,['Role_Frame_Theft_stolen_item'],['Taxation.tax<=Theft.stolen_item'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Taxation_tax'],
Mapping_213,['Role_Frame_War_generals'],['Disease treatment.doctors<=War.generals'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Disease_treatment_doctors'],
Mapping_490,['Role_Frame_Self_propelled_motion_to_a_destination_self_motion_x_schema'],['Thinking about.thinking_x_frame<=Self propelled motion to a destination.self-motion_x-schema'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Thinking_about_thinking_x_frame'],
Mapping_384,['Role_Frame_Touching_touching_x_schema'],['Knowing.knowing_x-schema<=Touching.touching_x-schema'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Knowing_knowing_x_schema'],
Mapping_287,['Role_Frame_Building_building_framework'],['Government institution.authority_structure<=Building.building_framework'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Government_institution_authority_structure'],
Mapping_131,['Role_Frame_Forced_motion_mover'],['Caused change of state.affected<=Forced motion.mover'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Caused_change_of_state_affected'],
Mapping_343,['Role_Frame_Verticality_upright_entity'],['Health.healthy_entity<=Verticality.upright_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Health_healthy_entity'],
Mapping_325,['Role_Frame_Shepherding_shepherding_activities'],['Government.governing_actions<=Shepherding.shepherding_activities'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Government_governing_actions'],
Mapping_368,['Role_Frame_Machine_machine_entity'],['Institution.institution_whole<=Machine.machine_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Institution_institution_whole'],
Mapping_278,['Role_Frame_Verticality_vertical_entity'],['Functionality.functional_entity<=Verticality.vertical_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Functionality_functional_entity'],
Mapping_363,['Role_Frame_Complex_physical_object_object_whole'],['Institution.institution_whole<=Complex physical object.object_whole'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Institution_institution_whole'],
Mapping_144,['Role_Frame_Harm_to_living_entity_agent'],['Economic difficulty.cause_of_difficulty<=Harm to living entity.agent'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Economic_difficulty_cause_of_difficulty'],
Mapping_209,['Role_Frame_Motion_impediments_mover'],['Difficulties in action.actor<=Motion impediments.mover'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Difficulties_in_action_actor'],
Mapping_437,['Role_Frame_Building_building_foundation'],['Nation.basis_of_continued_existence<=Building.building_foundation'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Nation_basis_of_continued_existence'],
Mapping_97,['Role_Frame_Object_collection_combining_collections'],['Arithmetic.addition<=Object collection.combining_collections'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Arithmetic_addition'],
Mapping_16,['Role_Frame_Motion_to_a_location_self_motion_x_schema'],['Purposeful action.action_x-schema<=Motion to a location.self-motion_x-schema'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Purposeful_action_action_x_schema'],['action_x-schema.final = achieving purpose; self-motion.x-schema.final = reaching destination']
Mapping_37,['Role_Frame_Physical_combat_fighter1'],['Addressing poverty.problem_solvers<=Physical combat.fighter1'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Addressing_poverty_problem_solvers'],
Mapping_172,['Role_Frame_Transfer_scenario_transferred_object'],['Communication.message<=Transfer scenario.transferred_object'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Communication_message'],
Mapping_542,['Role_Frame_Searching_looking_for_object_x_schema'],['Knowing.seeking_to_know_x-schema<=Searching.looking_for_object_x-schema'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Knowing_seeking_to_know_x_schema'],
Mapping_571,['Role_Frame_Forced_motion_agent'],['Speech act.speaker<=Forced motion.agent'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Speech_act_speaker'],
Mapping_146,['Role_Frame_Harm_to_living_entity_physical_harm'],['Economic difficulty.difficulty<=Harm to living entity.physical harm'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Economic_difficulty_difficulty'],
Mapping_206,['Role_Frame_Hunger_hungry_person'],['Desire.desirer<=Hunger.hungry_person'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Desire_desirer'],
Mapping_491,['Role_Frame_Self_propelled_motion_to_a_destination_goal'],['Thinking about.desiredKnowledge<=Self propelled motion to a destination.goal'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Thinking_about_desiredKnowledge'],
Mapping_140,['Role_Frame_Forced_motion_agent'],['Caused change of state.agent<=Forced motion.agent'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Caused_change_of_state_agent'],
Mapping_67,['Role_Frame_Dissect_dissected_entity'],['Analysis.object_of_analysis<=Dissect.dissected_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Analysis_object_of_analysis'],
Mapping_250,['Role_Frame_Forced_motion_path'],['Legislation enactment.bill_ongoing_status<=Forced motion.path'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Legislation_enactment_bill_ongoing_status'],
Mapping_106,['Role_Frame_Object_construction_object_whole'],['Arithmetic.number_whole<=Object construction.object_whole'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Arithmetic_number_whole'],
Mapping_247,['Role_Frame_Forced_motion_mover'],['Legislation enactment.bill<=Forced motion.mover'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Legislation_enactment_bill'],
Mapping_461,['Role_Frame_Physical_structure_Physical_structure'],['Organization.Organized_structure<=Physical structure.Physical_structure'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Organization_Organized_structure'],
Mapping_624,['Role_Frame_Building_foundation_material'],['Trust relationship.trust_emotion<=Building.foundation_material'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Trust_relationship_trust_emotion'],
Mapping_467,['Role_Frame_Vehicle_passengers'],['Political region.population<=Vehicle.passengers'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Political_region_population'],
Mapping_95,['Role_Frame_Object_collection_less'],['Arithmetic.smaller<=Object collection.less'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Arithmetic_smaller'],
Mapping_86,['Role_Frame_Heating_fluid_container_top'],['Anger.mind<=Heating_fluid.container_top'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Anger_mind'],
Mapping_523,['Role_Frame_Boat_on_the_rocks_boat_passengers'],['Romantic_relationship.relationship_co_participants<=Boat on the rocks.boat_passengers'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Romantic_relationship_relationship_co_participants'],
Mapping_109,['Role_Frame_Gain_possession_recipient'],['Control.controlling_entity<=Gain possession.recipient'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Control_controlling_entity'],
Mapping_58,['Role_Frame_War_enemy_conquest'],['Addressing social problems.spread_of_problem<=War.enemy_conquest'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_social_problems_spread_of_problem'],
Mapping_573,['Role_Frame_Forced_motion_forceful_action'],['Speech act.utterance<=Forced motion.forceful_action'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Speech_act_utterance'],
Mapping_498,['Role_Frame_Restore_to_life_life_liver'],['Gun control legislation.legislation<=Restore to life.life_liver'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Gun_control_legislation_legislation'],
Mapping_513,['Role_Frame_Physical_structure_change_in_integrity'],['Relationship.change_in_relationship_intensity<=Physical structure.change_in_integrity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Relationship_change_in_relationship_intensity'],
Mapping_474,['Role_Frame_Fierce_animal_endangering_effect'],['Poverty.impoverished_state<=Fierce animal.endangering_effect'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Poverty_impoverished_state'],['impoverished_state']
Mapping_504,['Role_Frame_Containing_contents'],['Relationship.relationship_participants<=Containing.contents'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Relationship_relationship_participants'],
Mapping_636,['Role_Frame_Resource_resource_user'],['Wealth.wealthy_entity<=Resource.resource_user'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Wealth_wealthy_entity'],
Mapping_151,['Role_Frame_Gain_possession_possession'],['Change of state.final_state<=Gain possession.possession'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Change_of_state_final_state'],
Mapping_42,['Role_Frame_Treating_a_physical_affliction_cure'],['Addressing social problems.solving_problem<=Treating a physical affliction.cure'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_social_problems_solving_problem'],
Mapping_132,['Role_Frame_Forced_motion_motion'],['Caused change of state.state_change<=Forced motion.motion'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Caused_change_of_state_state_change'],
