Article,,Article_col,Sentence,Tokens,Borderline_metaphor,Real_metaphors,Frame_label,Token_lemma,is_target,distance_from_target
51,1571,51,0,legs,0,0,Body_parts,leg,False,-10
51,1572,51,0,.,0,0,_,.,False,-9
51,1573,51,1,Nina,0,0,_,Nina,False,-8
51,1574,51,1,'s,0,0,_,be,False,-7
51,1575,51,1,heart,0,0,Body_parts,heart,False,-6
51,1576,51,1,beat,1,0,Moving_in_place,beat,False,-5
51,1577,51,1,quickly,0,0,Speed_description,quickly,False,-4
51,1578,51,1,and,0,0,_,and,False,-3
51,1579,51,1,her,0,0,_,she,False,-2
51,1580,51,1,body,0,0,Body_parts,body,False,-1
51,1581,51,1,burned,1,1,Fire_burning,burn,True,0
51,1582,51,1,with,1,0,_,with,False,1
51,1583,51,1,shame,0,0,Experiencer_focus,shame,False,2
51,1584,51,1,.,0,0,_,.,False,3
51,1585,51,2,What,0,0,_,what,False,4
51,1586,51,2,had,0,0,_,have,False,5
51,1587,51,2,happened,0,0,Event,happen,False,6
51,1588,51,2,with,1,0,_,with,False,7
51,1589,51,2,Petar,0,0,_,Petar,False,8
51,1590,51,2,...,0,0,_,...,False,9
51,1591,51,2,She,0,0,_,she,False,10
51,1592,51,2,could,0,0,Possibility,could,False,11
51,1593,51,2,barely,0,0,_,barely,False,12
51,1594,51,2,comprehend,0,0,Grasp,comprehend,False,13
51,1595,51,2,it,0,0,_,it,False,14
51,1596,51,2,.,0,0,_,.,False,15
52,1597,52,0,s,0,0,_,s,False,-14
52,1598,52,0,stink.,0,0,Sensation,stink,False,-13
52,1599,52,0,``,0,0,_,`,False,-12
52,1600,52,1,#,0,0,_,#,False,-11
52,1601,52,1,I,0,0,_,I,False,-10
52,1602,52,1,looked,0,0,Perception_active,look,False,-9
52,1603,52,1,down,0,0,_,down,False,-8
52,1604,52,1,at,1,0,_,at,False,-7
52,1605,52,1,the,0,0,_,the,False,-6
52,1606,52,1,boy,0,0,People_by_age,boy,False,-5
52,1607,52,1,.,0,0,_,.,False,-4
52,1608,52,2,His,0,0,_,his,False,-3
52,1609,52,2,eyes,0,0,Body_parts,eye,False,-2
52,1610,52,2,were,0,0,_,be,False,-1
52,1611,52,2,burning,1,1,Fire_burning,burn,True,0
52,1612,52,2,with,1,0,_,with,False,1
52,1613,52,2,shame,0,0,Emotion_directed,shame,False,2
52,1614,52,2,and,0,0,_,and,False,3
52,1615,52,2,rage,0,0,Emotion_directed,rage,False,4
52,1616,52,2,and,0,0,_,and,False,5
52,1617,52,2,hatred,0,0,Experiencer_focus,hatred,False,6
52,1618,52,2,.,0,0,_,.,False,7
52,1619,52,3,Save,0,0,_,save,False,8
52,1620,52,3,as,0,0,_,as,False,9
52,1621,52,3,much,0,0,_,much,False,10
52,1622,52,3,of,0,0,_,of,False,11
52,1623,52,3,the,0,0,_,the,False,12
52,1624,52,3,human,0,0,People,human,False,13
52,1625,52,3,race,0,0,Type,race,False,14
52,1626,52,3,as,0,0,_,as,False,15
53,1627,53,0,let,0,0,Preventing_or_letting,let,False,-15
53,1628,53,0,him,0,0,_,he,False,-14
53,1629,53,0,lead,0,0,Cotheme,lead,False,-13
53,1630,53,0,me,0,0,_,I,False,-12
53,1631,53,0,by,0,0,_,by,False,-11
53,1632,53,0,the,0,0,_,the,False,-10
53,1633,53,0,shoulder,0,0,Body_parts,shoulder,False,-9
53,1634,53,0,into,0,0,Goal,into,False,-8
53,1635,53,0,the,0,0,_,the,False,-7
53,1636,53,0,dance,0,0,Social_event,dance,False,-6
53,1637,53,0,",",0,0,_,",",False,-5
53,1638,53,0,and,0,0,_,and,False,-4
53,1639,53,0,",",0,0,_,",",False,-3
53,1640,53,0,though,0,0,Concessive,though,False,-2
53,1641,53,0,often,0,0,Frequency,often,False,-1
53,1642,53,0,burning,1,1,Fire_burning,burn,True,0
53,1643,53,0,with,1,0,_,with,False,1
53,1644,53,0,shame,0,0,Experiencer_focus,shame,False,2
53,1645,53,0,",",0,0,_,",",False,3
53,1646,53,0,stuck,1,1,_,stick,False,4
53,1647,53,0,out,1,0,_,out,False,5
53,1648,53,0,three,0,0,Cardinal_numbers,three,False,6
53,1649,53,0,years,0,0,Measure_duration,year,False,7
53,1650,53,0,in,0,0,Interior_profile_relation,in,False,8
53,1651,53,0,that,1,0,_,that,False,9
53,1652,53,0,club,0,0,_,club,False,10
53,1653,53,0,",",0,0,_,",",False,11
53,1654,53,0,an,0,0,_,an,False,12
53,1655,53,0,inch,0,0,Measure_linear_extent,inch,False,13
53,1656,53,0,at,1,0,_,at,False,14
53,1657,53,0,a,0,0,_,a,False,15
54,1658,54,0,you.,0,0,_,you,False,-14
54,1659,54,0,``,0,0,_,`,False,-13
54,1660,54,1,Joseph,0,0,_,Joseph,False,-12
54,1661,54,1,",",0,0,_,",",False,-11
54,1662,54,1,taking,0,0,Removing,take,False,-10
54,1663,54,1,the,0,0,_,the,False,-9
54,1664,54,1,implements,0,0,Gizmo,implement,False,-8
54,1665,54,1,from,0,0,_,from,False,-7
54,1666,54,1,the,0,0,_,the,False,-6
54,1667,54,1,man,0,0,People,man,False,-5
54,1668,54,1,",",0,0,_,",",False,-4
54,1669,54,1,felt,0,0,Perception_experience,feel,False,-3
54,1670,54,1,his,0,0,_,his,False,-2
54,1671,54,1,ears,0,0,Body_parts,ear,False,-1
54,1672,54,1,burning,1,1,Fire_burning,burn,True,0
54,1673,54,1,with,1,0,_,with,False,1
54,1674,54,1,shame,0,0,Experiencer_focus,shame,False,2
54,1675,54,1,.,0,0,_,.,False,3
54,1676,54,2,So,0,0,_,so,False,4
54,1677,54,2,there,0,0,Existence,there,False,5
54,1678,54,2,had,0,0,_,have,False,6
54,1679,54,2,been,0,0,Existence,be,False,7
54,1680,54,2,no,0,0,_,no,False,8
54,1681,54,2,need,0,0,Needing,need,False,9
54,1682,54,2,to,0,0,_,to,False,10
54,1683,54,2,try,0,0,Attempt,try,False,11
54,1684,54,2,and,0,0,_,and,False,12
54,1685,54,2,tear,0,0,Destroying,tear,False,13
54,1686,54,2,open,0,0,Openness,open,False,14
54,1687,54,2,the,0,0,_,the,False,15
55,1688,55,0,this,0,0,_,this,False,-15
55,1689,55,0,.,0,0,_,.,False,-14
55,1690,55,1,(,0,0,_,(,False,-13
55,1691,55,1,the,0,0,_,the,False,-12
55,1692,55,1,suit,0,0,Clothing,suit,False,-11
55,1693,55,1,',0,0,_,',False,-10
55,1694,55,1,n,0,0,_,n,False,-9
55,1695,55,1,tie,0,0,Clothing,tie,False,-8
55,1696,55,1,),0,0,_,),False,-7
55,1697,55,1,Wake,0,0,Activity_start,wake,False,-6
55,1698,55,1,up,0,0,_,up,False,-5
55,1699,55,1,",",0,0,_,",",False,-4
55,1700,55,1,kid,0,0,People_by_age,kid,False,-3
55,1701,55,1,.,0,0,_,.,False,-2
55,1702,55,2,Brian,0,0,_,Brian,False,-1
55,1703,55,2,burns,1,1,Fire_burning,burn,True,0
55,1704,55,2,with,1,0,_,with,False,1
55,1705,55,2,shame,0,0,Experiencer_focus,shame,False,2
55,1706,55,2,and,0,0,_,and,False,3
55,1707,55,2,anger,0,0,Emotion_directed,anger,False,4
55,1708,55,2,as,0,0,Temporal_collocation,as,False,5
55,1709,55,2,Adcox,0,0,_,Adcox,False,6
55,1710,55,2,walks,0,0,Self_motion,walk,False,7
55,1711,55,2,away,0,0,_,away,False,8
55,1712,55,2,.,0,0,_,.,False,9
55,1713,55,3,Stephen,0,0,_,Stephen,False,10
55,1714,55,3,hands,0,0,Giving,hand,False,11
55,1715,55,3,Brian,0,0,_,Brian,False,12
55,1716,55,3,a,0,0,_,a,False,13
55,1717,55,3,towel,0,0,_,towel,False,14
55,1718,55,3,.,0,0,_,.,False,15
56,1719,56,0,the,0,0,_,the,False,-15
56,1720,56,0,power,1,1,_,power,False,-14
56,1721,56,0,of,0,0,_,of,False,-13
56,1722,56,0,the,0,0,_,the,False,-12
56,1723,56,0,resurrected,0,0,_,resurrect,False,-11
56,1724,56,0,Christ,0,0,_,Christ,False,-10
56,1725,56,0,.,0,0,_,.,False,-9
56,1726,56,1,He,0,0,_,he,False,-8
56,1727,56,1,dropped,0,0,Self_motion,drop,False,-7
56,1728,56,1,to,0,0,_,to,False,-6
56,1729,56,1,his,0,0,_,his,False,-5
56,1730,56,1,knees,0,0,Body_parts,knee,False,-4
56,1731,56,1,with,0,0,Accompaniment,with,False,-3
56,1732,56,1,Thomas,0,0,_,Thomas,False,-2
56,1733,56,1,",",0,0,_,",",False,-1
56,1734,56,1,burning,1,1,Fire_burning,burn,True,0
56,1735,56,1,with,1,0,_,with,False,1
56,1736,56,1,shame,0,0,Experiencer_focus,shame,False,2
56,1737,56,1,for,0,0,_,for,False,3
56,1738,56,1,doubting,0,0,Certainty,doubt,False,4
56,1739,56,1,the,0,0,_,the,False,5
56,1740,56,1,disciples,0,0,_,disciple,False,6
56,1741,56,1,',0,0,_,',False,7
56,1742,56,1,testi-,0,0,_,testi-,False,8
56,1743,56,1,p83,0,0,_,p83,False,9
56,1744,56,1,mony,0,0,_,mony,False,10
56,1745,56,1,and,0,0,_,and,False,11
56,1746,56,1,demanding,0,0,Request,demand,False,12
56,1747,56,1,to,0,0,_,to,False,13
56,1748,56,1,see,0,0,_,see,False,14
56,1749,56,1,for,0,0,_,for,False,15
57,1750,57,0,eyes,0,0,Body_parts,eye,False,-15
57,1751,57,0,",",0,0,_,",",False,-14
57,1752,57,0,the,0,0,_,the,False,-13
57,1753,57,0,father,0,0,Kinship,father,False,-12
57,1754,57,0,who,0,0,_,who,False,-11
57,1755,57,0,sees,0,0,Perception_experience,see,False,-10
57,1756,57,0,not,0,0,_,not,False,-9
57,1757,57,0,the,0,0,_,the,False,-8
57,1758,57,0,body,0,0,Body_parts,body,False,-7
57,1759,57,0,",",0,0,_,",",False,-6
57,1760,57,0,but,0,0,_,but,False,-5
57,1761,57,0,the,0,0,_,the,False,-4
57,1762,57,0,soul,0,0,_,soul,False,-3
57,1763,57,0,.,0,0,_,.,False,-2
57,1764,57,1,She,0,0,_,she,False,-1
57,1765,57,1,burned,0,0,Fire_burning,burn,True,0
57,1766,57,1,with,1,0,_,with,False,1
57,1767,57,1,fever,0,0,Medical_conditions,fever,False,2
57,1768,57,1,now,0,0,Temporal_collocation,now,False,3
57,1769,57,1,",",0,0,_,",",False,4
57,1770,57,1,but,0,0,Concessive,but,False,5
57,1771,57,1,longed,0,0,Desiring,long,False,6
57,1772,57,1,for,0,0,_,for,False,7
57,1773,57,1,fires,1,0,Fire_burning,fire,False,8
57,1774,57,1,not,0,0,_,not,False,9
57,1775,57,1,of,0,0,_,of,False,10
57,1776,57,1,flesh,0,0,Body_parts,flesh,False,11
57,1777,57,1,",",0,0,_,",",False,12
57,1778,57,1,to,0,0,_,to,False,13
57,1779,57,1,burn,0,0,Fire_burning,burn,True,14
57,1780,57,1,and,0,0,_,and,False,15
58,1781,58,0,the,0,0,_,the,False,-15
58,1782,58,0,mere,0,0,_,mere,False,-14
58,1783,58,0,faade,1,1,_,faade,False,-13
58,1784,58,0,of,0,0,_,of,False,-12
58,1785,58,0,moving,0,0,Motion,move,False,-11
58,1786,58,0,forward,0,0,_,forward,False,-10
58,1787,58,0,had,0,0,_,have,False,-9
58,1788,58,0,left,1,0,Causation,leave,False,-8
58,1789,58,0,me,0,0,_,I,False,-7
58,1790,58,0,aglow,1,1,_,aglow,False,-6
58,1791,58,0,.,0,0,_,.,False,-5
58,1792,58,1,#,0,0,_,#,False,-4
58,1793,58,1,Tonight,0,0,Calendric_unit,tonight,False,-3
58,1794,58,1,my,0,0,_,my,False,-2
58,1795,58,1,cheeks,0,0,Body_parts,cheek,False,-1
58,1796,58,1,burned,1,1,Fire_burning,burn,True,0
58,1797,58,1,with,1,0,_,with,False,1
58,1798,58,1,embarrassment,0,0,Experiencer_focus,embarrassment,False,2
58,1799,58,1,.,0,0,_,.,False,3
58,1800,58,2,#,0,0,_,#,False,4
58,1801,58,2,``,0,0,_,`,False,5
58,1802,58,2,Well,0,0,_,well,False,6
58,1803,58,2,",",0,0,_,",",False,7
58,1804,58,2,I,0,0,_,I,False,8
58,1805,58,2,have,0,0,Required_event,have,False,9
58,1806,58,2,to,0,0,Required_event,to,False,10
58,1807,58,2,tell,0,0,Telling,tell,False,11
58,1808,58,2,you,0,0,_,you,False,12
58,1809,58,2,",",0,0,_,",",False,13
58,1810,58,2,I,0,0,_,I,False,14
58,1811,58,2,'m,0,0,_,',False,15
59,1812,59,0,T-shirts,0,0,Clothing,t,False,-14
59,1813,59,0,and,0,0,_,and,False,-13
59,1814,59,0,peg-leg,0,0,_,peg,False,-12
59,1815,59,0,jeans,0,0,Clothing,jean,False,-11
59,1816,59,0,?,0,0,_,?,False,-10
59,1817,59,1,Oh,0,0,_,oh,False,-9
59,1818,59,1,",",0,0,_,",",False,-8
59,1819,59,1,to,0,0,_,to,False,-7
59,1820,59,1,be,0,0,_,be,False,-6
59,1821,59,1,twenty-two,0,0,_,twenty,False,-5
59,1822,59,1,again.,0,0,_,again,False,-4
59,1823,59,1,``,0,0,_,`,False,-3
59,1824,59,2,#,0,0,_,#,False,-2
59,1825,59,2,Susanna,0,0,_,Susanna,False,-1
59,1826,59,2,burned,1,1,Fire_burning,burn,True,0
59,1827,59,2,with,1,0,_,with,False,1
59,1828,59,2,embarrassment,0,0,Experiencer_focus,embarrassment,False,2
59,1829,59,2,",",0,0,_,",",False,3
59,1830,59,2,breathing,0,0,Breathing,breathe,False,4
59,1831,59,2,deep,1,0,_,deep,False,5
59,1832,59,2,",",0,0,_,",",False,6
59,1833,59,2,refusing,0,0,Agree_or_refuse_to_act,refuse,False,7
59,1834,59,2,her,0,0,_,she,False,8
59,1835,59,2,soul,0,0,_,soul,False,9
59,1836,59,2,the,0,0,_,the,False,10
59,1837,59,2,sweetness,1,1,_,sweetness,False,11
59,1838,59,2,of,0,0,_,of,False,12
59,1839,59,2,firing,0,0,Shoot_projectiles,fire,False,13
59,1840,59,2,off,0,0,_,off,False,14
59,1841,59,2,a,0,0,_,a,False,15
60,1842,60,0,be,0,0,_,be,False,-14
60,1843,60,0,baptized,0,0,Rite,baptize,False,-13
60,1844,60,0,together.,0,0,_,together,False,-12
60,1845,60,0,``,0,0,_,`,False,-11
60,1846,60,1,#,0,0,_,#,False,-10
60,1847,60,1,``,0,0,_,`,False,-9
60,1848,60,1,Oh,0,0,_,oh,False,-8
60,1849,60,1,",",0,0,_,",",False,-7
60,1850,60,1,``,0,0,_,`,False,-6
60,1851,60,1,Lindsay,0,0,_,Lindsay,False,-5
60,1852,60,1,said,0,0,Statement,say,False,-4
60,1853,60,1,",",0,0,_,",",False,-3
60,1854,60,1,her,0,0,_,she,False,-2
60,1855,60,1,cheeks,0,0,Body_parts,cheek,False,-1
60,1856,60,1,burning,1,1,Fire_burning,burn,True,0
60,1857,60,1,with,1,0,_,with,False,1
60,1858,60,1,embarrassment,0,0,Experiencer_focus,embarrassment,False,2
60,1859,60,1,.,0,0,_,.,False,3
60,1860,60,2,She,0,0,_,she,False,4
60,1861,60,2,knew,0,0,Awareness,know,False,5
60,1862,60,2,that,0,0,_,that,False,6
60,1863,60,2,this,1,0,_,this,False,7
60,1864,60,2,issue,0,0,Point_of_dispute,issue,False,8
60,1865,60,2,would,0,0,_,would,False,9
60,1866,60,2,come,1,0,Coming_to_be,come,False,10
60,1867,60,2,up,1,0,_,up,False,11
60,1868,60,2,at,1,0,_,at,False,12
60,1869,60,2,some,0,0,_,some,False,13
60,1870,60,2,point,0,0,_,point,False,14
60,1871,60,2,",",0,0,_,",",False,15
61,1872,61,0,curled,0,0,_,curl,False,-15
61,1873,61,0,upward,0,0,Direction,upward,False,-14
61,1874,61,0,.,0,0,_,.,False,-13
61,1875,61,1,The,0,0,_,the,False,-12
61,1876,61,1,man,0,0,People,man,False,-11
61,1877,61,1,ought,0,0,Required_event,ought,False,-10
61,1878,61,1,to,0,0,_,to,False,-9
61,1879,61,1,have,0,0,Possession,have,False,-8
61,1880,61,1,a,0,0,_,a,False,-7
61,1881,61,1,quizzing,0,0,Questioning,quiz,False,-6
61,1882,61,1,glass,0,0,Substance,glass,False,-5
61,1883,61,1,.,0,0,_,.,False,-4
61,1884,61,2,#,0,0,_,#,False,-3
61,1885,61,2,Her,0,0,_,her,False,-2
61,1886,61,2,face,0,0,Body_parts,face,False,-1
61,1887,61,2,burned,1,1,Fire_burning,burn,True,0
61,1888,61,2,with,1,0,_,with,False,1
61,1889,61,2,embarrassment,0,0,Experiencer_focus,embarrassment,False,2
61,1890,61,2,.,0,0,_,.,False,3
61,1891,61,3,She,0,0,_,she,False,4
61,1892,61,3,had,0,0,_,have,False,5
61,1893,61,3,managed,1,1,Success_or_failure,manage,False,6
61,1894,61,3,to,0,0,_,to,False,7
61,1895,61,3,tell,0,0,Telling,tell,False,8
61,1896,61,3,the,0,0,_,the,False,9
61,1897,61,3,truth,0,0,_,truth,False,10
61,1898,61,3,",",0,0,_,",",False,11
61,1899,61,3,and,0,0,_,and,False,12
61,1900,61,3,now,0,0,Temporal_collocation,now,False,13
61,1901,61,3,she,0,0,_,she,False,14
61,1902,61,3,would,0,0,_,would,False,15
62,1903,62,0,crockery,0,0,_,crockery,False,-15
62,1904,62,0,was,0,0,_,be,False,-14
62,1905,62,0,enough,0,0,Sufficiency,enough,False,-13
62,1906,62,0,to,0,0,_,to,False,-12
62,1907,62,0,jolt,1,1,Experiencer_obj,jolt,False,-11
62,1908,62,0,her,0,0,_,she,False,-10
62,1909,62,0,from,1,0,_,from,False,-9
62,1910,62,0,her,0,0,_,she,False,-8
62,1911,62,0,stupor,0,0,Biological_urge,stupor,False,-7
62,1912,62,0,",",0,0,_,",",False,-6
62,1913,62,0,and,0,0,_,and,False,-5
62,1914,62,0,she,0,0,_,she,False,-4
62,1915,62,0,felt,0,0,Perception_experience,feel,False,-3
62,1916,62,0,her,0,0,_,she,False,-2
62,1917,62,0,cheeks,0,0,Body_parts,cheek,False,-1
62,1918,62,0,burn,1,0,Fire_burning,burn,True,0
62,1919,62,0,with,1,0,_,with,False,1
62,1920,62,0,embarrassment,0,0,Experiencer_focus,embarrassment,False,2
62,1921,62,0,as,0,0,_,as,False,3
62,1922,62,0,she,0,0,_,she,False,4
62,1923,62,0,scrambled,1,1,Self_motion,scramble,False,5
62,1924,62,0,to,0,0,_,to,False,6
62,1925,62,0,clean,0,0,Emptying,clean,False,7
62,1926,62,0,up,0,0,_,up,False,8
62,1927,62,0,the,0,0,_,the,False,9
62,1928,62,0,mess,0,0,Catastrophe,mess,False,10
62,1929,62,0,.,0,0,_,.,False,11
62,1930,62,1,Real,0,0,_,real,False,12
62,1931,62,1,smooth,1,1,_,smooth,False,13
62,1932,62,1,",",0,0,_,",",False,14
62,1933,62,1,Talia,0,0,_,Talia,False,15
63,1934,63,0,Jones,0,0,_,Jones,False,-15
63,1935,63,0,was,0,0,_,be,False,-14
63,1936,63,0,thoroughly,1,1,Degree,thoroughly,False,-13
63,1937,63,0,on,1,0,_,on,False,-12
63,1938,63,0,die,0,0,_,die,False,-11
63,1939,63,0,side,1,0,_,side,False,-10
63,1940,63,0,of,0,0,_,of,False,-9
63,1941,63,0,die,0,0,_,die,False,-8
63,1942,63,0,giants,1,1,_,giant,False,-7
63,1943,63,0,",",0,0,_,",",False,-6
63,1944,63,0,but,0,0,Concessive,but,False,-5
63,1945,63,0,a,0,0,_,a,False,-4
63,1946,63,0,part,1,0,Part_whole,part,False,-3
63,1947,63,0,of,0,0,Partitive,of,False,-2
63,1948,63,0,him,0,0,_,he,False,-1
63,1949,63,0,burned,1,1,Cause_harm,burn,True,0
63,1950,63,0,with,1,0,_,with,False,1
63,1951,63,0,embarrassment,0,0,Experiencer_focus,embarrassment,False,2
63,1952,63,0,at,1,0,_,at,False,3
63,1953,63,0,this,1,0,_,this,False,4
63,1954,63,0,humiation,0,0,_,humiation,False,5
63,1955,63,0,of,0,0,_,of,False,6
63,1956,63,0,a,0,0,_,a,False,7
63,1957,63,0,feUow,0,0,_,feuow,False,8
63,1958,63,0,human,0,0,People,human,False,9
63,1959,63,0,.,0,0,_,.,False,10
63,1960,63,1,#,0,0,_,#,False,11
63,1961,63,1,Then,0,0,_,then,False,12
63,1962,63,1,Baz,0,0,_,baz,False,13
63,1963,63,1,set,0,0,_,set,False,14
63,1964,63,1,the,0,0,_,the,False,15
64,1965,64,0,written,0,0,Text_creation,write,False,-15
64,1966,64,0,.,0,0,_,.,False,-14
64,1967,64,1,The,0,0,_,the,False,-13
64,1968,64,1,teachers,0,0,Education_teaching,teacher,False,-12
64,1969,64,1,praised,0,0,Judgment_communication,praise,False,-11
64,1970,64,1,the,0,0,_,the,False,-10
64,1971,64,1,neatness,0,0,_,neatness,False,-9
64,1972,64,1,of,0,0,_,of,False,-8
64,1973,64,1,her,0,0,_,she,False,-7
64,1974,64,1,papers,0,0,Text,paper,False,-6
64,1975,64,1,and,0,0,_,and,False,-5
64,1976,64,1,her,0,0,_,she,False,-4
64,1977,64,1,penmanship,0,0,Text_creation,penmanship,False,-3
64,1978,64,1,while,0,0,Temporal_collocation,while,False,-2
64,1979,64,1,she,0,0,_,she,False,-1
64,1980,64,1,burned,1,1,Fire_burning,burn,True,0
64,1981,64,1,with,1,0,_,with,False,1
64,1982,64,1,embarrassment,0,0,Experiencer_focus,embarrassment,False,2
64,1983,64,1,under,1,0,Non-gradable_proximity,under,False,3
64,1984,64,1,her,0,0,_,she,False,4
64,1985,64,1,classmates,0,0,Personal_relationship,classmate,False,5
64,1986,64,1,',0,0,_,',False,6
64,1987,64,1,sidelong,0,0,_,sidelong,False,7
64,1988,64,1,gazes,0,0,Perception_active,gaze,False,8
64,1989,64,1,",",0,0,_,",",False,9
64,1990,64,1,but,0,0,Concessive,but,False,10
64,1991,64,1,not,0,0,Negation,not,False,11
64,1992,64,1,enough,0,0,Sufficiency,enough,False,12
64,1993,64,1,to,0,0,_,to,False,13
64,1994,64,1,make,1,0,Cause_change,make,False,14
64,1995,64,1,herself,0,0,_,herself,False,15
65,1996,65,0,",",0,0,_,",",False,-15
65,1997,65,0,pink,0,0,Color,pink,False,-14
65,1998,65,0,",",0,0,_,",",False,-13
65,1999,65,0,furry,0,0,_,furry,False,-12
65,2000,65,0,mess,0,0,_,mess,False,-11
65,2001,65,0,from,0,0,_,from,False,-10
65,2002,65,0,my,0,0,_,my,False,-9
65,2003,65,0,line,1,1,_,line,False,-8
65,2004,65,0,and,0,0,_,and,False,-7
65,2005,65,0,my,0,0,_,my,False,-6
65,2006,65,0,rod,0,0,_,rod,False,-5
65,2007,65,0,.,0,0,_,.,False,-4
65,2008,65,1,My,0,0,_,my,False,-3
65,2009,65,1,ears,0,0,Body_parts,ear,False,-2
65,2010,65,1,were,0,0,_,be,False,-1
65,2011,65,1,burning,1,1,Fire_burning,burn,True,0
65,2012,65,1,with,1,0,_,with,False,1
65,2013,65,1,embarrassment,0,0,Experiencer_focus,embarrassment,False,2
65,2014,65,1,.,0,0,_,.,False,3
65,2015,65,2,#,0,0,_,#,False,4
65,2016,65,2,``,0,0,_,`,False,5
65,2017,65,2,It,0,0,_,it,False,6
65,2018,65,2,'s,0,0,_,be,False,7
65,2019,65,2,not,0,0,_,not,False,8
65,2020,65,2,funny,0,0,Stimulus_focus,funny,False,9
65,2021,65,2,",",0,0,_,",",False,10
65,2022,65,2,``,0,0,_,`,False,11
65,2023,65,2,I,0,0,_,I,False,12
65,2024,65,2,said,0,0,Statement,say,False,13
65,2025,65,2,",",0,0,_,",",False,14
65,2026,65,2,fighting,0,0,Hostile_encounter,fight,False,15
66,2027,66,0,is,0,0,_,be,False,-14
66,2028,66,0,a,0,0,_,a,False,-13
66,2029,66,0,display,0,0,_,display,False,-12
66,2030,66,0,in,0,0,Interior_profile_relation,in,False,-11
66,2031,66,0,the,0,0,_,the,False,-10
66,2032,66,0,LM.,0,0,_,lm,False,-9
66,2033,66,0,``,0,0,_,`,False,-8
66,2034,66,1,,0,0,Quantified_mass,,False,-7
66,2035,66,1,ofthat,0,0,_,ofthat,False,-6
66,2036,66,1,was,0,0,_,be,False,-5
66,2037,66,1,nonsense,0,0,_,nonsense,False,-4
66,2038,66,1,?,0,0,_,?,False,-3
66,2039,66,2,My,0,0,_,my,False,-2
66,2040,66,2,face,0,0,Body_parts,face,False,-1
66,2041,66,2,burned,1,1,Fire_burning,burn,True,0
66,2042,66,2,with,1,0,_,with,False,1
66,2043,66,2,embarrassment,0,0,Experiencer_focus,embarrassment,False,2
66,2044,66,2,.,0,0,_,.,False,3
66,2045,66,3,I,0,0,_,I,False,4
66,2046,66,3,had,1,0,Possession,have,False,5
66,2047,66,3,a,0,0,Quantified_mass,a,False,6
66,2048,66,3,lot,1,0,Quantified_mass,lot,False,7
66,2049,66,3,to,0,0,_,to,False,8
66,2050,66,3,learn,0,0,Education_teaching,learn,False,9
66,2051,66,3,.,0,0,_,.,False,10
66,2052,66,4,The,0,0,_,the,False,11
66,2053,66,4,guidance,0,0,_,guidance,False,12
66,2054,66,4,team,0,0,Aggregate,team,False,13
66,2055,66,4,reported,1,0,Statement,report,False,14
66,2056,66,4,that,0,0,_,that,False,15
67,2057,67,0,interrupted,0,0,Hindering,interrupt,False,-15
67,2058,67,0,a,0,0,_,a,False,-14
67,2059,67,0,woman,0,0,People,woman,False,-13
67,2060,67,0,who,0,0,_,who,False,-12
67,2061,67,0,has,0,0,_,have,False,-11
67,2062,67,0,recently,0,0,Temporal_collocation,recently,False,-10
67,2063,67,0,been,0,0,_,be,False,-9
67,2064,67,0,gang-raped,0,0,Cause_harm,gang,False,-8
67,2065,67,0,in,0,0,Interior_profile_relation,in,False,-7
67,2066,67,0,a,0,0,_,a,False,-6
67,2067,67,0,crack,0,0,_,crack,False,-5
67,2068,67,0,house,0,0,Buildings,house,False,-4
67,2069,67,0,.,0,0,_,.,False,-3
67,2070,67,1,Her,0,0,_,her,False,-2
67,2071,67,1,cheeks,0,0,Body_parts,cheek,False,-1
67,2072,67,1,burn,1,0,Fire_burning,burn,True,0
67,2073,67,1,with,1,0,_,with,False,1
67,2074,67,1,embarrassment.,0,0,Experiencer_focus,embarrassment,False,2
67,2075,67,1,``,0,0,_,`,False,3
67,2076,67,2,I,0,0,_,I,False,4
67,2077,67,2,'m,0,0,_,',False,5
67,2078,67,2,sorry,0,0,Experiencer_focus,sorry,False,6
67,2079,67,2,",",0,0,_,",",False,7
67,2080,67,2,``,0,0,_,`,False,8
67,2081,67,2,she,0,0,_,she,False,9
67,2082,67,2,says.,0,0,Statement,say,False,10
67,2083,67,2,``,0,0,_,`,False,11
67,2084,67,3,My,0,0,_,my,False,12
67,2085,67,3,name,0,0,Being_named,name,False,13
68,2086,68,0,.,0,0,_,.,False,-15
68,2087,68,0,``,0,0,_,`,False,-14
68,2088,68,1,I,0,0,_,I,False,-13
68,2089,68,1,stifle,0,0,Thwarting,stifle,False,-12
68,2090,68,1,the,0,0,_,the,False,-11
68,2091,68,1,impulse,0,0,_,impulse,False,-10
68,2092,68,1,to,0,0,_,to,False,-9
68,2093,68,1,defend,0,0,Defending,defend,False,-8
68,2094,68,1,myself,0,0,_,myself,False,-7
68,2095,68,1,",",0,0,_,",",False,-6
68,2096,68,1,and,0,0,_,and,False,-5
68,2097,68,1,walk,0,0,Self_motion,walk,False,-4
68,2098,68,1,out,0,0,_,out,False,-3
68,2099,68,1,",",0,0,_,",",False,-2
68,2100,68,1,face,0,0,Body_parts,face,False,-1
68,2101,68,1,burning,1,1,Fire_burning,burn,True,0
68,2102,68,1,with,1,0,_,with,False,1
68,2103,68,1,embarrassment.,0,0,Experiencer_focus,embarrassment,False,2
68,2104,68,1,``,0,0,_,`,False,3
