,lemma_1,lemma_2,year,genre,source,text,clean_text
137,move,action,2012,BLOG,avoiceformen.com,everywhere. # I'm past being angry and enraged. I am moved to action. I have contacted my states elected representatives and am requesting the Federal Department of,everywhere. # I'm past being angry and enraged. I am moved to action. I have contacted my states elected representatives and am requesting the Federal Department of
138,move,action,2012,BLOG,blog.amnestyusa.org,"in Pasadena. most of us were strangers, but we were all moved to action by Troy. We listened to the live radio coverage with bated breath waiting for","in Pasadena. most of us were strangers, but we were all moved to action by Troy. We listened to the live radio coverage with bated breath waiting for"
139,move,action,2012,BLOG,...harlotteobserver.com,woman.? # ? Levine Museum of the New South # # Collector moved to action # ? Without Sanctuary? was sparked by a curious event. Atlanta antique dealer,woman.? # ? Levine Museum of the New South # # Collector moved to action # ? Without Sanctuary? was sparked by a curious event. Atlanta antique dealer
140,move,action,2012,BLOG,jenhatmaker.com,"my life ""... total joke, he just knows I have been moved to action a few times now by your words and the response required has not always made","my life ""... total joke, he just knows I have been moved to action a few times now by your words and the response required has not always made"
141,move,action,2012,BLOG,...nearlyfreespeech.net,". (Personally the idea of a frothing animal rights "" psychotic "" moved to action to the point of being willing to harass someone who is nonetheless too lazy to",". (Personally the idea of a frothing animal rights "" psychotic "" moved to action to the point of being willing to harass someone who is nonetheless too lazy to"
142,move,action,2012,BLOG,anarchistnews.org,. Thus they get nowhere and give the fascists the upper hand. Moving to action without sufficient theory quickly illustrates why failing to articulate a general set of political values,. Thus they get nowhere and give the fascists the upper hand. Moving to action without sufficient theory quickly illustrates why failing to articulate a general set of political values
143,move,action,2012,BLOG,catholics4change.com,"The self-absorbed need to know how it benefits THEM in order to be moved to action. Pathetic, but true where I live. # Mess with Friday night bingo","The self-absorbed need to know how it benefits THEM in order to be moved to action. Pathetic, but true where I live. # Mess with Friday night bingo"
144,move,action,2010,MAG,Redbook,"to keep their babies in a single diaper all day, she was moved to action. She began researching and learned that few social services, not even food stamps","to keep their babies in a single diaper all day, she was moved to action. She began researching and learned that few social services, not even food stamps"
145,move,action,2010,MAG,Essence,"It is only when the experience transi ends the expectation that people are moved to action. That is when they change from customers to loyal customers, and finally to","It is only when the experience transi ends the expectation that people are moved to action. That is when they change from customers to loyal customers, and finally to"
146,move,action,2010,MOV,Machete Maidens Unleashed!,"although we started with the women in prison pictures, we very quickly moved to action films. Black mama, white mama, from a hellhole of twisted passions,","although we started with the women in prison pictures, we very quickly moved to action films. Black mama, white mama, from a hellhole of twisted passions,"
147,move,action,2008,ACAD,SocialWork,"BEDFORD IMMIGRANT RAID Given our values, how can we as social workers move to action on behalf of the immigrant community, how do we link policy and practice?","BEDFORD IMMIGRANT RAID Given our values, how can we as social workers move to action on behalf of the immigrant community, how do we link policy and practice?"
148,move,action,2003,NEWS,NYTimes,"round-heeled is an antiquated slang expression for a promiscuous woman), was moved to action after seeing Eric Rohmer's film "" Autumn Tale. "" Its plot involves a","round-heeled is an antiquated slang expression for a promiscuous woman), was moved to action after seeing Eric Rohmer's film "" Autumn Tale. "" Its plot involves a"
149,move,action,2002,ACAD,HispanicRev,"the protests and to the many pleas for clemency he describes, were moved to action by allegations that the conversos were inspired to return to the ways of the Old","the protests and to the many pleas for clemency he describes, were moved to action by allegations that the conversos were inspired to return to the ways of the Old"
150,move,action,2001,MAG,Essence,"feel like you deserve anything. When you're angry, you're moved to action; you're empowered. "" One of the most difficult memories for an abuse","feel like you deserve anything. When you're angry, you're moved to action; you're empowered. "" One of the most difficult memories for an abuse"
151,move,action,1999,NEWS,NYTimes,"In at least a few places like Lutou, local officials have been moved to action by watching neighbors and relatives die. Simple steps have reduced suicide rates -- restricting","In at least a few places like Lutou, local officials have been moved to action by watching neighbors and relatives die. Simple steps have reduced suicide rates -- restricting"
152,move,action,1997,MAG,USCatholic,"mother of two teenagers. Vincent P. Courtney St. Paul, Minn. Moved to action Joe Sullivan, in his otherwise excellent article, "" Social justice for dummies ""","mother of two teenagers. Vincent P. Courtney St. Paul, Minn. Moved to action Joe Sullivan, in his otherwise excellent article, "" Social justice for dummies """
153,move,action,1995,SPOK,PBS_Newshour,"Ohio. MAYOR-ASHE: Maybe by bringing it up tonight, it'll move to action -- laughter -- should take a note on it. But he can't get","Ohio. MAYOR-ASHE: Maybe by bringing it up tonight, it'll move to action -- laughter -- should take a note on it. But he can't get"
154,move,action,1992,FIC,BkSF:WhenFiveMoons,"meaning for him? Like any other human being, he could be moved to action if the right chord were struck. By what method could he be moved?","meaning for him? Like any other human being, he could be moved to action if the right chord were struck. By what method could he be moved?"
155,move,action,1992,NEWS,WashPost,"running and has developed a high tolerance for suffering may no longer be moved to action by impending doom. # "" We are faced with a situation fraught with unconsious","running and has developed a high tolerance for suffering may no longer be moved to action by impending doom. # "" We are faced with a situation fraught with unconsious"
156,move,action,1991,ACAD,TheologStud,"speaker with a full account of the ways in which an audience is moved to action. For example, audiences may frequently be persuaded to think about the poor;","speaker with a full account of the ways in which an audience is moved to action. For example, audiences may frequently be persuaded to think about the poor;"
157,move,action,1990,SPOK,CNN_Crossfire,"is, you know, what does it take to get people to move to action? And at least some of these folks are now standing up to be counted","is, you know, what does it take to get people to move to action? And at least some of these folks are now standing up to be counted"
158,move,action,1990,MAG,MotherJones,"what's happening to a lot of gay people. We're being moved to action, and I want to be part of it. "" # For more information","what's happening to a lot of gay people. We're being moved to action, and I want to be part of it. "" # For more information"
159,move,action,2011,ACAD,StudiesInEducation,as group evaluations. Around all these practices there is the praxis of moving from action (current practice) to reflection (theory building) to action (new practice,as group evaluations. Around all these practices there is the praxis of moving from action (current practice) to reflection (theory building) to action (new practice
160,move,action,2007,MAG,HarpersMag,"as E. H. Gombrich and Frances Yates. The library's four-floored arrangement moves from ACTION (politics, customs) to ORIENTATION (the turn from superstition and magic to","as E. H. Gombrich and Frances Yates. The library's four-floored arrangement moves from ACTION (politics, customs) to ORIENTATION (the turn from superstition and magic to"
161,move,action,2003,ACAD,RoeperReview,"substitute one object for another using increasingly abstract forms), decentration (moving from actions on the self to actions on, then for, another), sequencing (","substitute one object for another using increasingly abstract forms), decentration (moving from actions on the self to actions on, then for, another), sequencing ("
162,move,action,2017,NEWS,Washington Times,"to keep working hard and to not only take a tough stance but move toward action. "" # But there is considerable skepticism whether Mr. Almagro's activism, headline-grabbing","to keep working hard and to not only take a tough stance but move toward action. "" # But there is considerable skepticism whether Mr. Almagro's activism, headline-grabbing"
163,move,action,2003,ACAD,CommCollegeR,"sustainable development or to have the community presence to convene multiple stakeholders and move toward actions that may challenge existing norms and practices. Residents of rural communities, especially those","sustainable development or to have the community presence to convene multiple stakeholders and move toward actions that may challenge existing norms and practices. Residents of rural communities, especially those"
164,move,action,2017,NEWS,Chicago Tribune,"committed to diversity and inclusion, so this legislation compels the university to move towards action -- which is imperative, "" the resolution's author, ASM Student Council Rep.","committed to diversity and inclusion, so this legislation compels the university to move towards action -- which is imperative, "" the resolution's author, ASM Student Council Rep."
165,move,action,2015,ACAD,LibraryResources,"context, this paper describes how Texas A&M University (TAMU) Libraries moved towards action and innovation by testing a free, open source visualization platform, Viewshare (http","context, this paper describes how Texas A&M University (TAMU) Libraries moved towards action and innovation by testing a free, open source visualization platform, Viewshare (http"
166,move,action,2004,SPOK,NPR_Saturday,"years, film and music have used the bicycle as a way of moving along action, and as prop for comedy, hope, fear, courtship and even awe","years, film and music have used the bicycle as a way of moving along action, and as prop for comedy, hope, fear, courtship and even awe"
167,move,action,2012,BLOG,anarchistnews.org,"a huge amount of explanation before they are accepted and the meeting can move onto actions around them, even internalised feelings of inferiority are triggered by our own awareness of","a huge amount of explanation before they are accepted and the meeting can move onto actions around them, even internalised feelings of inferiority are triggered by our own awareness of"
168,move,actor,1992,MOV,Visions of Light,"infuses the whole feel of a film to have a camera that can move with actors, can move counter to actors Are you giving me the run-around?? ln","infuses the whole feel of a film to have a camera that can move with actors, can move counter to actors Are you giving me the run-around?? ln"
169,move,actor,2012,BLOG,tvline.com,". He made his choice, he wasn't happy and wanted to move on actors do that. It's almost two years, He's not coming back..",". He made his choice, he wasn't happy and wanted to move on actors do that. It's almost two years, He's not coming back.."
170,move,actor,2017,ACAD,Bulletin of the Comediantes,"a transition or a scene change; in such moments, they were moved by actors or stagehands and not by mechanical means. In their different positions, up or","a transition or a scene change; in such moments, they were moved by actors or stagehands and not by mechanical means. In their different positions, up or"
171,move,actor,2013,NEWS,Pittsburgh,"the lament "" Momma, Look Sharp. "" The play's focus moves from actor to actor, but perhaps the biggest star of the production is James Noone's","the lament "" Momma, Look Sharp. "" The play's focus moves from actor to actor, but perhaps the biggest star of the production is James Noone's"
172,move,act,2012,WEB,plato.stanford.edu,"unification and recognition of multiple objects existing at the same time. He moves from acts of recognition of individual objects to unified acts of recognition of multiple objects which ""","unification and recognition of multiple objects existing at the same time. He moves from acts of recognition of individual objects to unified acts of recognition of multiple objects which """
173,move,act,1990,ACAD,NaturalHist,"only will they be saddened by this, but they may also be moved to acts of dire and irreversible revenge. # The night is spent in this communion,","only will they be saddened by this, but they may also be moved to acts of dire and irreversible revenge. # The night is spent in this communion,"
174,shift,action,1995,NEWS,Chicago,"cut out the melodrama. And I limit scene changes so that any shift in action is psychological. # "" Something really significant occurs in theater, in the collaborative","cut out the melodrama. And I limit scene changes so that any shift in action is psychological. # "" Something really significant occurs in theater, in the collaborative"
175,shift,action,2012,BLOG,gretchenwegner.com,"than others. # There was a palpable moment when the whole group shifted into action together, when those who were most comfortable delaying knew that they could delay no","than others. # There was a palpable moment when the whole group shifted into action together, when those who were most comfortable delaying knew that they could delay no"
176,shift,action,2010,MAG,Redbook,"gave her life. FILM FORUM: BLOCKBUSTER EDITION This month, Hollywood shifts into action mode. Let the adventures begin! Iron Man 2 It's going to be","gave her life. FILM FORUM: BLOCKBUSTER EDITION This month, Hollywood shifts into action mode. Let the adventures begin! Iron Man 2 It's going to be"
177,shift,action,2009,NEWS,AssocPress (1),"a plan to provide coverage to the uninsured, three House committees shifted into action on their version of the legislation. The Democratic bills also call for the creation","a plan to provide coverage to the uninsured, three House committees shifted into action on their version of the legislation. The Democratic bills also call for the creation"
178,shift,action,1996,TV,Power Rangers Zeo,4714140 # Shift into action # # Anything can happen # # Go with power to burn # # Here,4714140 # Shift into action # # Anything can happen # # Go with power to burn # # Here
179,shift,act,2009,MAG,Esquire,"in slow motion, cell-phone photos come to life, the ground literally shifts in acts of video fluxes. The only constant is their disorientation, their indeterminacy, and","in slow motion, cell-phone photos come to life, the ground literally shifts in acts of video fluxes. The only constant is their disorientation, their indeterminacy, and"
180,move,thinking,2005,FIC,NewYorker,"this woman was a total stranger and this was no game. I moved without thinking, without question, my legs heavy with the mud. By the time we","this woman was a total stranger and this was no game. I moved without thinking, without question, my legs heavy with the mud. By the time we"
181,move,thinking,1993,FIC,Mov:Arcade,"in an attempt to block out the deafening ROAR. # NICK # moves without thinking, picking up a nearby chair and SLAMMING it into the television. It EXPLODES","in an attempt to block out the deafening ROAR. # NICK # moves without thinking, picking up a nearby chair and SLAMMING it into the television. It EXPLODES"
182,move,thinking,1991,MAG,Prevention,"forehead -- well, why not do it? # Another area we move without thinking is around the eyes. The delicacy of this skin makes it a prime target","forehead -- well, why not do it? # Another area we move without thinking is around the eyes. The delicacy of this skin makes it a prime target"
183,move,thinking,1990,FIC,SouthwestRev,"my awkwardness -- yes, I was getting sloppier all the time, moving without thinking, doing just what my parents all ways warned me against -- I put my","my awkwardness -- yes, I was getting sloppier all the time, moving without thinking, doing just what my parents all ways warned me against -- I put my"
184,move,thinking,2012,BLOG,stevehargadon.com,"we view the structure of our educational institutions. JSB says that we move from thinking of knowledge as a "" substance "" that we transfer from student to teacher,","we view the structure of our educational institutions. JSB says that we move from thinking of knowledge as a "" substance "" that we transfer from student to teacher,"
185,move,thinking,2008,ACAD,IntlAffairs,to center on the process of transformation in negotiations--the point at which parties move from thinking of themselves as representing countries or political bodies to perceiving more broadly the needs of,to center on the process of transformation in negotiations--the point at which parties move from thinking of themselves as representing countries or political bodies to perceiving more broadly the needs of
186,move,thinking,2008,ACAD,IntlAffairs,might be developed basin-wide. This shift is transformative--the point at which parties move from thinking of themselves as representing countries or states/provinces to perceiving more broadly the needs of all,might be developed basin-wide. This shift is transformative--the point at which parties move from thinking of themselves as representing countries or states/provinces to perceiving more broadly the needs of all
187,shift,thinking,2012,WEB,...siness2community.com,"discovery and commerce, thereby driving sales. # Companies will begin to shift from thinking of "" Social Media "" as a department, or as a component headed by","discovery and commerce, thereby driving sales. # Companies will begin to shift from thinking of "" Social Media "" as a department, or as a component headed by"
188,shift,thinking,2010,FIC,Analog,"own. "" "" Brain transference? "" Roger found it hard to shift from thinking of his furry friends as not zoo animals, but beings from an advanced civilization","own. "" "" Brain transference? "" Roger found it hard to shift from thinking of his furry friends as not zoo animals, but beings from an advanced civilization"
189,shift,thinking,1997,ACAD,Style,"intellectual tools and insights from family systems theory (fst)? What shifts in thinking would be required, especially if one grants that psychoanalysis and almost all of contemporary","intellectual tools and insights from family systems theory (fst)? What shifts in thinking would be required, especially if one grants that psychoanalysis and almost all of contemporary"
190,shift,thinking,1994,FIC,Iris,"I didn't notice the slight pressure against my right leg. I shifted without thinking, but in a moment it was there again, not accidental but persistent.","I didn't notice the slight pressure against my right leg. I shifted without thinking, but in a moment it was there again, not accidental but persistent."
191,shift,speculation,2012,BLOG,...s-spree.blogspot.com,"by 8 percentage points. # As the focus of the campaign trail shifts to speculation over Mr. Romney's choice of a running mate, only a quarter of voters","by 8 percentage points. # As the focus of the campaign trail shifts to speculation over Mr. Romney's choice of a running mate, only a quarter of voters"
192,move,speculation,2003,SPOK,CNN_Movers,know -- it can run the gamut DOBBS But at that point we move into speculation ARENA Right DOBBS And what I think we ought to do and I know you,know -- it can run the gamut DOBBS But at that point we move into speculation ARENA Right DOBBS And what I think we ought to do and I know you
193,move,speculation,1990,NEWS,AssocPress,""" World News Tonight "" has been consistently first. # CBS Stock Moves on Speculation About Sale of Paley's Holdings # NEW YORK (AP) - CBS Inc.",""" World News Tonight "" has been consistently first. # CBS Stock Moves on Speculation About Sale of Paley's Holdings # NEW YORK (AP) - CBS Inc."
194,move,speculation,2012,BLOG,blog.yintercept.com,about what people think he might have said. It is impossible to move beyond speculation. # The goal of my chapter on the Socratic Method was to present the,about what people think he might have said. It is impossible to move beyond speculation. # The goal of my chapter on the Socratic Method was to present the
195,move,speculation,2012,BLOG,...dthesteelcurtain.com,"far less capable in the early going. # Coaching # We have moved from speculation to reality with Offensive Coordinator Todd Haley, and the reports of Defensive Coordinator Dick","far less capable in the early going. # Coaching # We have moved from speculation to reality with Offensive Coordinator Todd Haley, and the reports of Defensive Coordinator Dick"
196,move,introspection,2013,MAG,PopMech,"what they have taught us. "" Damn Baker of Milwaukee was also moved to introspection. "" Read the whole issue, learned quite a few things, and thought","what they have taught us. "" Damn Baker of Milwaukee was also moved to introspection. "" Read the whole issue, learned quite a few things, and thought"
197,move,contemplation,1990,ACAD,MusicEduc,lives of individual listeners. This means that we must help students to move between contemplation of an artistic object and contemplation of the personal effects of their interaction with it,lives of individual listeners. This means that we must help students to move between contemplation of an artistic object and contemplation of the personal effects of their interaction with it
198,move,contemplation,2019,ACAD,Arab Studies Quarterly,. His accumulated anger makes him so critical; he eventually decides to move from contemplation to praxis. # The whole dialectic of nonsimultaneity appears in full light in the destruction,. His accumulated anger makes him so critical; he eventually decides to move from contemplation to praxis. # The whole dialectic of nonsimultaneity appears in full light in the destruction
199,go,feeling,2019,MAG,rollingstone.com,"Swift is unfazed. "" You want to know a trick to immediately go from feeling victimized to feeling awesome? "" she says. She pulls out her phone and","Swift is unfazed. "" You want to know a trick to immediately go from feeling victimized to feeling awesome? "" she says. She pulls out her phone and"
200,go,feeling,2012,WEB,kateandneil.com,look like to not knowing. For me this period of transition involves going from feeling overwhelmed with possibilities and ideas to totally underwhelmed with the banality of the choices I,look like to not knowing. For me this period of transition involves going from feeling overwhelmed with possibilities and ideas to totally underwhelmed with the banality of the choices I
201,go,feeling,2012,BLOG,thedailylove.com,a job. Please note the NINE YEARS part of this story. Going from feeling lost and frustrated about not knowing what to do or how to do it to,a job. Please note the NINE YEARS part of this story. Going from feeling lost and frustrated about not knowing what to do or how to do it to
202,go,feeling,1990,SPOK,ABC_20/20,"even companionship disappear from their marriages. Mr. HARSHBERGER: You can't go from feelings of a caregiver to feelings of a husband or a wife back and forth,","even companionship disappear from their marriages. Mr. HARSHBERGER: You can't go from feelings of a caregiver to feelings of a husband or a wife back and forth,"
203,go,feeling,2012,WEB,davar.net,"painting, there was the thought. It was so terrible that it went beyond feeling, and left him inspecting it with a kind of stark detachment, while the","painting, there was the thought. It was so terrible that it went beyond feeling, and left him inspecting it with a kind of stark detachment, while the"
204,go,feeling,2009,ACAD,PhysicalEduc,"while others believe that enjoyment of sport is broader than intrinsic motivation and goes beyond feelings of competence and control (Scanlan &; Lewthwaite, 1986; Scanlan &; Simons,","while others believe that enjoyment of sport is broader than intrinsic motivation and goes beyond feelings of competence and control (Scanlan &; Lewthwaite, 1986; Scanlan &; Simons,"
205,go,feeling,2000,SPOK,PBS_Newshour,"a very minor way tells you something of what is going on that goes beyond feelings about abortion, social issues and taxes. Though of course all of these are","a very minor way tells you something of what is going on that goes beyond feelings about abortion, social issues and taxes. Though of course all of these are"
206,go,feeling,2012,WEB,intothyword.org,"think it is fact and only seek to argue its particulars or just go by feelings. However in fact, it is not a biblical idea or even a word","think it is fact and only seek to argue its particulars or just go by feelings. However in fact, it is not a biblical idea or even a word"
207,go,feeling,2012,WEB,...arquee.blogs.cnn.com,"? You never had a period, never been pregnant... If you go by feelings you will always go downhill. What about people who have feelings to kill,","? You never had a period, never been pregnant... If you go by feelings you will always go downhill. What about people who have feelings to kill,"
208,go,feeling,2012,WEB,phdinparenting.com,"is full of fluff. You don't have any research, just going by feelings and personal intuition (faith based parenting). There are so many other factors","is full of fluff. You don't have any research, just going by feelings and personal intuition (faith based parenting). There are so many other factors"
209,go,feeling,2004,MAG,People,", but admits, "" There's a lot of sadness. I go through feelings, thinking about stuff, what could have been different and so on and so",", but admits, "" There's a lot of sadness. I go through feelings, thinking about stuff, what could have been different and so on and so"
210,go,feeling,2002,TV,The Dead Zone,"Sheehy things? Yeah, from the book, you know? Everybody goes through feelings like these, honey. No, I don't think so. Johnny,","Sheehy things? Yeah, from the book, you know? Everybody goes through feelings like these, honey. No, I don't think so. Johnny,"
211,go,feeling,2012,BLOG,feministe.us,"rather upsetting to see on a social justice site where I can usually go without feeling, for once, that the people there hate me for who I am.","rather upsetting to see on a social justice site where I can usually go without feeling, for once, that the people there hate me for who I am."
212,go,emotion,2012,BLOG,goodmenproject.com,"its aftermath, all became a blur. Like a zombie, I went through emotions -- I mean -- a Donald would show up with a game face, with","its aftermath, all became a blur. Like a zombie, I went through emotions -- I mean -- a Donald would show up with a game face, with"
213,go,emotion,2012,BLOG,surfermag.com,"surfing has ever had is BY FAR Ronnie Blakey, does not let go through emotions and makes every comment with great precision... # Kelly is a freak and still","surfing has ever had is BY FAR Ronnie Blakey, does not let go through emotions and makes every comment with great precision... # Kelly is a freak and still"
214,go,emotion,2010,NEWS,Denver,", I hated the circumstance. Now I like people again. I went through emotions that were startling to me. # BH: How did you sleep in those times",", I hated the circumstance. Now I like people again. I went through emotions that were startling to me. # BH: How did you sleep in those times"
215,go,emotion,2012,WEB,gigaom.com,". When asked to decide a patent case, juries are likely to go with emotion over evidence -- deciding a case based on brand loyalty rather than the law at",". When asked to decide a patent case, juries are likely to go with emotion over evidence -- deciding a case based on brand loyalty rather than the law at"
216,go,emotion,2008,SPOK,NBC_Today,":... to oppose this disastrous war. But people are going to go with emotion, they're going to go with their heart, and it's a tough",":... to oppose this disastrous war. But people are going to go with emotion, they're going to go with their heart, and it's a tough"
217,go,emotion,2012,WEB,esr.ibiblio.org,"(and thus a fanatic per ESR's definition), or just going by emotion (which would be no better.) # Of course, some animal rights","(and thus a fanatic per ESR's definition), or just going by emotion (which would be no better.) # Of course, some animal rights"
218,go,emotion,2008,SPOK,NBC_Today,"if when you have to -- wrong decisions happen in courts because you go by emotion, not by evidence. And all I would say is look at the evidence","if when you have to -- wrong decisions happen in courts because you go by emotion, not by evidence. And all I would say is look at the evidence"
219,go,emotion,2013,MOV,Locke,"years. Yeah, the whole thing, Ivan. He said he goes on emotion. He said the stuff about the biggest pour in Europe. Outside the nuclear","years. Yeah, the whole thing, Ivan. He said he goes on emotion. He said the stuff about the biggest pour in Europe. Outside the nuclear"
220,go,emotion,2012,WEB,reasonablefaith.org,"God, and they just ate it up. You can't just go on emotions and be a whole person. Even folks in this sub-culture of Charismatic and Pentecostal","God, and they just ate it up. You can't just go on emotions and be a whole person. Even folks in this sub-culture of Charismatic and Pentecostal"
221,go,emotion,2018,ACAD,"...cience, Technology, and Medicine","pleasure could bring about illness in the human body. However, he went beyond emotions to configure the psychosocial body, where the visceral arrangement and the physiological workings are","pleasure could bring about illness in the human body. However, he went beyond emotions to configure the psychosocial body, where the visceral arrangement and the physiological workings are"
222,go,emotion,1998,MOV,You Lucky Dog,n't Want You Going Back There Until After The Trial. We're Going For Emotion Here. I Want To Be Able To Tell The Jury That You Were Too,n't Want You Going Back There Until After The Trial. We're Going For Emotion Here. I Want To Be Able To Tell The Jury That You Were Too
223,go,emotion,2006,MOV,...he Bleep!?: Down the Rabbit Hole,our emotions. Everything has an emotional weighting to it. We've gone from emotions being these spiritual... immaterial things to things- they're not even things- to actual,our emotions. Everything has an emotional weighting to it. We've gone from emotions being these spiritual... immaterial things to things- they're not even things- to actual
224,sweep,emotion,1991,MAG,NatlReview,".' They did not seem irrational, in flamed, bigoted, swept by emotion and angry self-righteousness. They felt strongly enough about justice in this new country to",".' They did not seem irrational, in flamed, bigoted, swept by emotion and angry self-righteousness. They felt strongly enough about justice in this new country to"
225,go,action,2019,FIC,Analog,"and declination +5.72°. With these coordinates, IceCube's automatic notification system went into action, notifying ground-based and space-based observatories around the world of their estimate of the coordinates","and declination +5.72°. With these coordinates, IceCube's automatic notification system went into action, notifying ground-based and space-based observatories around the world of their estimate of the coordinates"
226,go,action,2019,NEWS,Omaha World-Herald,"# Through recommendations from school counselors, families were recognized and then volunteers went into action to get the gifts, coats, hats, gloves and food for the many","# Through recommendations from school counselors, families were recognized and then volunteers went into action to get the gifts, coats, hats, gloves and food for the many"
227,go,action,2018,SPOK,CBS_Morning,", when you get angry, the amygdale, a basic brain region goes into action. And you drive up norepinephrine and epinephrine, the adrenaline and you can stay",", when you get angry, the amygdale, a basic brain region goes into action. And you drive up norepinephrine and epinephrine, the adrenaline and you can stay"
228,go,action,2017,SPOK,CBS: Face The Nation,created -- what created this immediate reaction of President Obama? And we went into action to get the briefing as quickly as possible on Tuesday that we thought the president,created -- what created this immediate reaction of President Obama? And we went into action to get the briefing as quickly as possible on Tuesday that we thought the president
229,go,action,2017,NEWS,Chicago Sun-Times,"a drink and then fell into the lake. That's when Farris went into action, reaching down and heaving the flailing 50-pound dog out of the water. #","a drink and then fell into the lake. That's when Farris went into action, reaching down and heaving the flailing 50-pound dog out of the water. #"
230,go,action,2017,NEWS,New York Post,"off the daily double of pitching disgrace. Both their starters and relievers went into action on Tuesday night with ERAs over 5.00. # On cue, Mets starter Tommy","off the daily double of pitching disgrace. Both their starters and relievers went into action on Tuesday night with ERAs over 5.00. # On cue, Mets starter Tommy"
231,go,action,2016,SPOK,NPR_FreshAir,4171631 ERNEST-HEMINGWAY# This is the true face of men going into action. It's a little different from any other face that you will ever see,4171631 ERNEST-HEMINGWAY# This is the true face of men going into action. It's a little different from any other face that you will ever see
232,go,action,2016,FIC,Bk:CherryColaChristmas,It's almost as if someone was waiting for you to leave to go into action. It happened down at The Twinkle when no one was looking - some big,It's almost as if someone was waiting for you to leave to go into action. It happened down at The Twinkle when no one was looking - some big
233,go,action,2015,FIC,FantasySciFi,"swung left to approach the ranch from an unexpected direction. Before they went into action, Rolfe lined up his war party and rode from man to man, checking","swung left to approach the ranch from an unexpected direction. Before they went into action, Rolfe lined up his war party and rode from man to man, checking"
234,go,action,2015,MAG,Horticulture,", when a lull came in the endless list of chores, I went into action. Digging out a semi-healthy segment of each salvageable and desirable perennial to reserve for",", when a lull came in the endless list of chores, I went into action. Digging out a semi-healthy segment of each salvageable and desirable perennial to reserve for"
235,go,action,2015,NEWS,CSMonitor,""" He and other experts dismiss "" newspaper reports "" of Russian troops going into action in Syria, but say that one marine battalion - about 500 men - has",""" He and other experts dismiss "" newspaper reports "" of Russian troops going into action in Syria, but say that one marine battalion - about 500 men - has"
236,go,action,2014,FIC,SewaneeRev,"and though they haven't really healed, Cairo demanded that Petralds not go into action without a partner. The pungent smell of ointment adds a curative whiff to the","and though they haven't really healed, Cairo demanded that Petralds not go into action without a partner. The pungent smell of ointment adds a curative whiff to the"
237,go,action,2014,MAG,Futurist,"score it. If it received a high enough score, it could go into action. # Darlage recalled one day when the mayor visited him and told him of","score it. If it received a high enough score, it could go into action. # Darlage recalled one day when the mayor visited him and told him of"
238,go,action,2014,ACAD,CanadianJournal,"hand? He had a right hand of iron made for him and going into action with it tied to his arm, raised the siege of Cremona? (2","hand? He had a right hand of iron made for him and going into action with it tied to his arm, raised the siege of Cremona? (2"
239,go,action,2013,SPOK,Fox: On The Record: Baier,"Shortly after the blast, officials of other cities along the east coast went into action. We have Fox team coverage. Senior correspondent Eric Shawn in New York tonight","Shortly after the blast, officials of other cities along the east coast went into action. We have Fox team coverage. Senior correspondent Eric Shawn in New York tonight"
240,go,action,2013,MAG,USCatholic,"seconds later, Grossnickle felt as if God were telling him, "" Go into action. Go do something. "" # "" I slid down the face of the","seconds later, Grossnickle felt as if God were telling him, "" Go into action. Go do something. "" # "" I slid down the face of the"
241,go,action,2013,MOV,Death Watch,"by me to any group. I am an ordinary citizen, which went into action. Maybe I'm just a Christian or a Buddhist. Communist or an atheist","by me to any group. I am an ordinary citizen, which went into action. Maybe I'm just a Christian or a Buddhist. Communist or an atheist"
242,go,action,2012,SPOK,CBS_ThisMorning,", once we saw it go by, we just -- everybody just went into action and there we went. JEFF-GLOR: Sandy, what surprised you most about what you",", once we saw it go by, we just -- everybody just went into action and there we went. JEFF-GLOR: Sandy, what surprised you most about what you"
243,go,action,2012,WEB,imdb.com,faith in them and mould them into a good team. When they go into action in N. Africa they realise what it,faith in them and mould them into a good team. When they go into action in N. Africa they realise what it
244,go,action,2012,WEB,...ashingtonmonthly.com,"unions can avoid having it apply to them, the Obamacare hasn't gone into action (dysfunction) yet but will be collecting taxes for it for a few years","unions can avoid having it apply to them, the Obamacare hasn't gone into action (dysfunction) yet but will be collecting taxes for it for a few years"
245,go,action,2012,WEB,...utsidethebeltway.com,VA and FL are very considerable and the Obama campaign hasn't really gone into action yet. Against this background a platform of Elect me president and then I'll,VA and FL are very considerable and the Obama campaign hasn't really gone into action yet. Against this background a platform of Elect me president and then I'll
246,go,action,2012,WEB,androidpolice.com,"N10 is docked or on a charger, you can set Daydreams to go into action, displaying the clock, photos (in "" frame "" or "" table ""","N10 is docked or on a charger, you can set Daydreams to go into action, displaying the clock, photos (in "" frame "" or "" table """
247,go,action,2012,WEB,...s.washingtonpost.com,", and they take a recess, the 19 Senate Republicans could then go into action and they'd have quorum because they started out that way, so we're",", and they take a recess, the 19 Senate Republicans could then go into action and they'd have quorum because they started out that way, so we're"
248,go,action,2012,WEB,...coverthenetworks.org,"; radicals rebel. Liberals become indignant; radicals become fighting mad and go into action. Liberals do not modify their personal lives, and what they give to a","; radicals rebel. Liberals become indignant; radicals become fighting mad and go into action. Liberals do not modify their personal lives, and what they give to a"
