name,hasSourceRole,hasTargetRole,label,comment
Mapping_388,['Role_Frame_Physical_structure_structure_creator'],['Role_Frame_Law_law_creator'],['Law.law_creator<=Physical structure.structure_creator'],
Mapping_373,['Role_Frame_Relationship_Relationship_related_entity2'],['Role_Frame_International_Relations_International_relations_nation2'],['International Relations.International_relations.nation2<=Relationship.Relationship.related_entity2'],
Mapping_336,['Role_Frame_Magic_magical_object'],['Role_Frame_Personal_weapon_weapon'],['Personal weapon.weapon<=Magic.magical_object'],
Mapping_615,['Role_Frame_Substance_substance'],['Role_Frame_Time_time'],['Time.time<=Substance.substance'],
Mapping_126,['Role_Frame_Containing_container'],['Role_Frame_Emotion_body'],['Emotion.body<=Containing.container'],
Mapping_147,['Role_Frame_Transfer_scenario_transferred_possession'],['Role_Frame_Control_ability_to_control'],['Control.ability_to_control<=Transfer scenario.transferred_possession'],
Mapping_125,['Role_Frame_Containing_fullness_degree'],['Role_Frame_Emotion_emotion_level'],['Emotion.emotion_level<=Containing.fullness_degree'],
Mapping_154,['Role_Frame_Motion_along_a_path_mover'],['Role_Frame_Change_of_state_experiencer'],['Change of state.experiencer<=Motion along a path.mover'],
Mapping_564,['Role_Frame_Disease_health_status'],['Role_Frame_Social_problems_social_functioning'],['Social problems.social_functioning<=Disease.health_status'],
Mapping_82,['Role_Frame_Insanity_insane_behavior'],['Role_Frame_Anger_angry_action'],['Anger.angry_action<=Insanity.insane_behavior'],
Mapping_256,['Role_Frame_Spatial_relation_entity_1'],['Role_Frame_Experiencing_a_state_experiencer'],['Experiencing_a_state.experiencer<=Spatial relation.entity_1'],
Mapping_257,['Role_Frame_Spatial_relation_entity_2'],['Role_Frame_Experiencing_a_state_state'],['Experiencing_a_state.state<=Spatial relation.entity_2'],
Mapping_447,['Role_Frame_Person_Person_person'],['Role_Frame_Nation_Nation_nation_whole'],['Nation.Nation.nation_whole<=Person.Person.person'],
Mapping_303,['Role_Frame_Child_care_child_ren_'],['Role_Frame_Government_governed'],['Government.governed<=Child care.child(ren)'],
Mapping_508,['Role_Frame_Physical_structure_structure_creator'],['Role_Frame_Relationship_related_entity_2'],['Relationship.related_entity_2<=Physical structure.structure_creator'],
Mapping_476,['Role_Frame_Motion_impediments_mover_location'],['Role_Frame_Poverty_impoverished_state'],['Poverty.impoverished_state<=Motion impediments.mover_location'],
Mapping_274,['Role_Frame_Transfer_scenario_transfer_recipient'],['Role_Frame_Force_transfer_force_receiver'],['Force transfer.force_receiver<=Transfer scenario.transfer_recipient'],
Mapping_215,['Role_Frame_War_weapons'],['Role_Frame_Disease_treatment_medical_tools_and_medicines'],['Disease treatment.medical_tools_and_medicines<=War.weapons'],
Mapping_181,['Role_Frame_Verticality_State_of_uprightness'],['Role_Frame_Consciousness_State_of_consciousness'],['Consciousness.State_of_consciousness<=Verticality.State_of_uprightness'],
Mapping_435,['Role_Frame_Building_building_integrity'],['Role_Frame_Nation_state_of_nation'],['Nation.state_of_nation<=Building.building_integrity'],
Mapping_279,['Role_Frame_Gain_possession_recipient'],['Role_Frame_Position_job_holder'],['Position.job_holder<=Gain possession.recipient'],
Mapping_291,['Role_Frame_Machine_functional_status'],['Role_Frame_Government_institution_functional_status'],['Government institution.functional_status<=Machine.functional_status'],
Mapping_228,['Role_Frame_Game_game_player1'],['Role_Frame_Election_candidate1'],['Election.candidate1<=Game.game player1'],
Mapping_619,['Role_Frame_Building_builder'],['Role_Frame_Trust_relationship_trusted_entity'],['Trust relationship.trusted_entity<=Building.builder'],
Mapping_282,['Role_Frame_Motion_along_a_path_motion_x_schema'],['Role_Frame_Governing_action_governing_action_x_schema'],['Governing action.governing_action_x-schema<=Motion along a path.motion_x-schema'],
Mapping_600,['Role_Frame_Disease_disease'],['Role_Frame_Taxation_tax'],['Taxation.tax<=Disease.disease'],
Mapping_99,['Role_Frame_Object_construction_objects'],['Role_Frame_Arithmetic_numbers'],['Arithmetic.numbers<=Object construction.objects'],
Mapping_185,['Role_Frame_Possession_possession'],['Role_Frame_Control_ability_to_control'],['Control.ability_to_control<=Possession.possession'],
Mapping_23,['Role_Frame_Being_at_a_location_landmark'],['Role_Frame_Action_action_x_schema'],['Action.action_x-schema<=Being at a location.landmark'],
Mapping_348,['Role_Frame_Verticality_lower_points_in_structure'],['Role_Frame_Organization_of_power_inferior_points_in_hierarchy'],['Organization of power.inferior_points_in_hierarchy<=Verticality.lower_points_in_structure'],
Mapping_592,['Role_Frame_Punishment_punished_person'],['Role_Frame_Taxation_tax_payer'],['Taxation.tax_payer<=Punishment.punished_person'],
Mapping_414,['Role_Frame_Person_person'],['Role_Frame_Machine_machine'],['Machine.machine<=Person.person'],
Mapping_104,['Role_Frame_Object_construction_construction_act'],['Role_Frame_Arithmetic_arithmetic_operation'],['Arithmetic.arithmetic_operation<=Object construction.construction_act'],
Mapping_55,['Role_Frame_War_war_strategies'],['Role_Frame_Addressing_social_problems_social_programs'],['Addressing social problems.social_programs<=War.war_strategies'],
Mapping_377,['Role_Frame_Perception_perception_x_schema'],['Role_Frame_Knowing_knowing_x_schema'],['Knowing.knowing_x-schema<=Perception.perception_x-schema'],
Mapping_176,['Role_Frame_Cause_to_see_Object_seen'],['Role_Frame_Communication_message'],['Communication.message<=Cause to see.Object_seen'],
Mapping_11,['Role_Frame_Gain_possession_possession'],['Role_Frame_Purposeful_action_objective'],['Purposeful action.objective<=Gain possession.possession'],
Mapping_119,['Role_Frame_Being_at_a_Low_Location_low_landmark'],['Role_Frame_Impoverished_impoverishment'],['Impoverished.impoverishment<=Being at a Low Location.low_landmark'],
Mapping_105,['Role_Frame_Object_construction_constructed_object'],['Role_Frame_Arithmetic_arithmetic_operation_result'],['Arithmetic.arithmetic_operation_result<=Object construction.constructed_object'],
Mapping_616,['Role_Frame_Substance_amount_of_substance'],['Role_Frame_Time_duration_of_time'],['Time.duration_of_time<=Substance.amount_of_substance'],
Mapping_43,['Role_Frame_Treating_a_physical_affliction_doctors'],['Role_Frame_Addressing_social_problems_authorities'],['Addressing social problems.authorities<=Treating a physical affliction.doctors'],
Mapping_340,['Role_Frame_Motion_affecting_objects_mover'],['Role_Frame_Gun_control_legislation_affected_people'],['Gun control legislation.affected_people<=Motion-affecting objects.mover'],
Mapping_521,['Role_Frame_Vehicle_vehicle'],['Role_Frame_Romantic_relationship_relationship'],['Romantic_relationship.relationship<=Vehicle.vehicle'],
Mapping_107,['Role_Frame_Object_construction_putting_together'],['Role_Frame_Arithmetic_addition'],['Arithmetic.addition<=Object construction.putting_together'],
Mapping_2,['Role_Frame_Seeing_seen_object'],['Role_Frame_Citizen_evaluation_of_government_behavior'],['Citizen evaluation of government.behavior<=Seeing.seen_object'],
Mapping_598,['Role_Frame_Theft_stolen_item'],['Role_Frame_Taxation_tax'],['Taxation.tax<=Theft.stolen_item'],
Mapping_213,['Role_Frame_War_generals'],['Role_Frame_Disease_treatment_doctors'],['Disease treatment.doctors<=War.generals'],
Mapping_490,['Role_Frame_Self_propelled_motion_to_a_destination_self_motion_x_schema'],['Role_Frame_Thinking_about_thinking_x_frame'],['Thinking about.thinking_x_frame<=Self propelled motion to a destination.self-motion_x-schema'],
Mapping_384,['Role_Frame_Touching_touching_x_schema'],['Role_Frame_Knowing_knowing_x_schema'],['Knowing.knowing_x-schema<=Touching.touching_x-schema'],
Mapping_287,['Role_Frame_Building_building_framework'],['Role_Frame_Government_institution_authority_structure'],['Government institution.authority_structure<=Building.building_framework'],
Mapping_131,['Role_Frame_Forced_motion_mover'],['Role_Frame_Caused_change_of_state_affected'],['Caused change of state.affected<=Forced motion.mover'],
Mapping_343,['Role_Frame_Verticality_upright_entity'],['Role_Frame_Health_healthy_entity'],['Health.healthy_entity<=Verticality.upright_entity'],
Mapping_325,['Role_Frame_Shepherding_shepherding_activities'],['Role_Frame_Government_governing_actions'],['Government.governing_actions<=Shepherding.shepherding_activities'],
Mapping_368,['Role_Frame_Machine_machine_entity'],['Role_Frame_Institution_institution_whole'],['Institution.institution_whole<=Machine.machine_entity'],
Mapping_278,['Role_Frame_Verticality_vertical_entity'],['Role_Frame_Functionality_functional_entity'],['Functionality.functional_entity<=Verticality.vertical_entity'],
Mapping_363,['Role_Frame_Complex_physical_object_object_whole'],['Role_Frame_Institution_institution_whole'],['Institution.institution_whole<=Complex physical object.object_whole'],
Mapping_144,['Role_Frame_Harm_to_living_entity_agent'],['Role_Frame_Economic_difficulty_cause_of_difficulty'],['Economic difficulty.cause_of_difficulty<=Harm to living entity.agent'],
Mapping_209,['Role_Frame_Motion_impediments_mover'],['Role_Frame_Difficulties_in_action_actor'],['Difficulties in action.actor<=Motion impediments.mover'],
Mapping_437,['Role_Frame_Building_building_foundation'],['Role_Frame_Nation_basis_of_continued_existence'],['Nation.basis_of_continued_existence<=Building.building_foundation'],
Mapping_97,['Role_Frame_Object_collection_combining_collections'],['Role_Frame_Arithmetic_addition'],['Arithmetic.addition<=Object collection.combining_collections'],
Mapping_16,['Role_Frame_Motion_to_a_location_self_motion_x_schema'],['Role_Frame_Purposeful_action_action_x_schema'],['Purposeful action.action_x-schema<=Motion to a location.self-motion_x-schema'],['action_x-schema.final = achieving purpose; self-motion.x-schema.final = reaching destination']
Mapping_37,['Role_Frame_Physical_combat_fighter1'],['Role_Frame_Addressing_poverty_problem_solvers'],['Addressing poverty.problem_solvers<=Physical combat.fighter1'],
Mapping_172,['Role_Frame_Transfer_scenario_transferred_object'],['Role_Frame_Communication_message'],['Communication.message<=Transfer scenario.transferred_object'],
Mapping_542,['Role_Frame_Searching_looking_for_object_x_schema'],['Role_Frame_Knowing_seeking_to_know_x_schema'],['Knowing.seeking_to_know_x-schema<=Searching.looking_for_object_x-schema'],
Mapping_571,['Role_Frame_Forced_motion_agent'],['Role_Frame_Speech_act_speaker'],['Speech act.speaker<=Forced motion.agent'],
Mapping_146,['Role_Frame_Harm_to_living_entity_physical_harm'],['Role_Frame_Economic_difficulty_difficulty'],['Economic difficulty.difficulty<=Harm to living entity.physical harm'],
Mapping_206,['Role_Frame_Hunger_hungry_person'],['Role_Frame_Desire_desirer'],['Desire.desirer<=Hunger.hungry_person'],
Mapping_491,['Role_Frame_Self_propelled_motion_to_a_destination_goal'],['Role_Frame_Thinking_about_desiredKnowledge'],['Thinking about.desiredKnowledge<=Self propelled motion to a destination.goal'],
Mapping_140,['Role_Frame_Forced_motion_agent'],['Role_Frame_Caused_change_of_state_agent'],['Caused change of state.agent<=Forced motion.agent'],
Mapping_67,['Role_Frame_Dissect_dissected_entity'],['Role_Frame_Analysis_object_of_analysis'],['Analysis.object_of_analysis<=Dissect.dissected_entity'],
Mapping_250,['Role_Frame_Forced_motion_path'],['Role_Frame_Legislation_enactment_bill_ongoing_status'],['Legislation enactment.bill_ongoing_status<=Forced motion.path'],
Mapping_106,['Role_Frame_Object_construction_object_whole'],['Role_Frame_Arithmetic_number_whole'],['Arithmetic.number_whole<=Object construction.object_whole'],
Mapping_247,['Role_Frame_Forced_motion_mover'],['Role_Frame_Legislation_enactment_bill'],['Legislation enactment.bill<=Forced motion.mover'],
Mapping_461,['Role_Frame_Physical_structure_Physical_structure'],['Role_Frame_Organization_Organized_structure'],['Organization.Organized_structure<=Physical structure.Physical_structure'],
Mapping_624,['Role_Frame_Building_foundation_material'],['Role_Frame_Trust_relationship_trust_emotion'],['Trust relationship.trust_emotion<=Building.foundation_material'],
Mapping_467,['Role_Frame_Vehicle_passengers'],['Role_Frame_Political_region_population'],['Political region.population<=Vehicle.passengers'],
Mapping_95,['Role_Frame_Object_collection_less'],['Role_Frame_Arithmetic_smaller'],['Arithmetic.smaller<=Object collection.less'],
Mapping_86,['Role_Frame_Heating_fluid_container_top'],['Role_Frame_Anger_mind'],['Anger.mind<=Heating_fluid.container_top'],
Mapping_523,['Role_Frame_Boat_on_the_rocks_boat_passengers'],['Role_Frame_Romantic_relationship_relationship_co_participants'],['Romantic_relationship.relationship_co_participants<=Boat on the rocks.boat_passengers'],
Mapping_109,['Role_Frame_Gain_possession_recipient'],['Role_Frame_Control_controlling_entity'],['Control.controlling_entity<=Gain possession.recipient'],
Mapping_58,['Role_Frame_War_enemy_conquest'],['Role_Frame_Addressing_social_problems_spread_of_problem'],['Addressing social problems.spread_of_problem<=War.enemy_conquest'],
Mapping_573,['Role_Frame_Forced_motion_forceful_action'],['Role_Frame_Speech_act_utterance'],['Speech act.utterance<=Forced motion.forceful_action'],
Mapping_498,['Role_Frame_Restore_to_life_life_liver'],['Role_Frame_Gun_control_legislation_legislation'],['Gun control legislation.legislation<=Restore to life.life_liver'],
Mapping_513,['Role_Frame_Physical_structure_change_in_integrity'],['Role_Frame_Relationship_change_in_relationship_intensity'],['Relationship.change_in_relationship_intensity<=Physical structure.change_in_integrity'],
Mapping_474,['Role_Frame_Fierce_animal_endangering_effect'],['Role_Frame_Poverty_impoverished_state'],['Poverty.impoverished_state<=Fierce animal.endangering_effect'],['impoverished_state']
Mapping_504,['Role_Frame_Containing_contents'],['Role_Frame_Relationship_relationship_participants'],['Relationship.relationship_participants<=Containing.contents'],
Mapping_636,['Role_Frame_Resource_resource_user'],['Role_Frame_Wealth_wealthy_entity'],['Wealth.wealthy_entity<=Resource.resource_user'],
Mapping_151,['Role_Frame_Gain_possession_possession'],['Role_Frame_Change_of_state_final_state'],['Change of state.final_state<=Gain possession.possession'],
Mapping_42,['Role_Frame_Treating_a_physical_affliction_cure'],['Role_Frame_Addressing_social_problems_solving_problem'],['Addressing social problems.solving_problem<=Treating a physical affliction.cure'],
Mapping_132,['Role_Frame_Forced_motion_motion'],['Role_Frame_Caused_change_of_state_state_change'],['Caused change of state.state_change<=Forced motion.motion'],
Mapping_477,['Role_Frame_Motion_impediments_impediment'],['Role_Frame_Poverty_cause_of_impoverished_state'],['Poverty.cause_of_impoverished_state<=Motion impediments.impediment'],
Mapping_48,['Role_Frame_Treating_a_physical_affliction_treatment_recipient'],['Role_Frame_Addressing_social_problems_society'],['Addressing social problems.society<=Treating a physical affliction.treatment_recipient'],
Mapping_475,['Role_Frame_Motion_impediments_mover'],['Role_Frame_Poverty_impoverished_entity'],['Poverty.impoverished_entity<=Motion impediments.mover'],
Mapping_581,['Role_Frame_Physical_entity_physical_entity_whole'],['Role_Frame_State_standard'],['State.standard<=Physical entity.physical_entity_whole'],
Mapping_175,['Role_Frame_Cause_to_see_Seeer'],['Role_Frame_Communication_addressee'],['Communication.addressee<=Cause to see.Seeer'],
Mapping_261,['Role_Frame_Being_at_a_location_Being_at_a_location_landmark'],['Role_Frame_Experiencing_an_economic_status_standard_of_living'],['Experiencing an economic status.standard of living<=Being at a location.Being at a location.landmark'],
Mapping_60,['Role_Frame_Physical_combat_fighter1'],['Role_Frame_Advocacy_advocate'],['Advocacy.advocate<=Physical combat.fighter1'],
Mapping_625,['Role_Frame_Building_change_in_integrity'],['Role_Frame_Trust_relationship_change_in_relationship_integrity'],['Trust relationship.change_in_relationship_integrity<=Building.change_in_integrity'],
Mapping_243,['Role_Frame_Possession_possession'],['Role_Frame_Emotion_emotion'],['Emotion.emotion<=Possession.possession'],
Mapping_296,['Role_Frame_Physical_structure_structural_stability'],['Role_Frame_Government_institution_functional_status'],['Government institution.functional_status<=Physical structure.structural_stability'],
Mapping_423,['Role_Frame_Purity_pure_condition'],['Role_Frame_Morality_moral_condition'],['Morality.moral_condition<=Purity.pure_condition'],
Mapping_102,['Role_Frame_Object_construction_bigger'],['Role_Frame_Arithmetic_greater'],['Arithmetic.greater<=Object construction.bigger'],
Mapping_14,['Role_Frame_Eating_getting_x_schema'],['Role_Frame_Purposeful_action_action_x_schema'],['Purposeful action.action_x-schema<=Eating.getting_x-schema'],
Mapping_623,['Role_Frame_Building_building_framework'],['Role_Frame_Trust_relationship_trust_framework'],['Trust relationship.trust_framework<=Building.building_framework'],
Mapping_70,['Role_Frame_Fire_fire'],['Role_Frame_Anger_anger'],['Anger.anger<=Fire.fire'],
Mapping_608,['Role_Frame_Building_building_foundation'],['Role_Frame_Theory_theory_supporting_evidence'],['Theory.theory_supporting_evidence<=Building.building_foundation'],
Mapping_272,['Role_Frame_Object_size'],['Role_Frame_Force_force_amount'],['Force.force_amount<=Object.size'],
Mapping_177,['Role_Frame_Cause_to_see_perception_causer'],['Role_Frame_Communication_communicator'],['Communication.communicator<=Cause to see.perception_causer'],
Mapping_148,['Role_Frame_Transfer_scenario_donor'],['Role_Frame_Control_controlling_entity'],['Control.controlling_entity<=Transfer scenario.donor'],['at initial stage']
Mapping_392,['Role_Frame_Plants_plant_size'],['Role_Frame_Law_jurisdiction'],['Law.jurisdiction<=Plants.plant_size'],
Mapping_497,['Role_Frame_Verticality_scalar_position'],['Role_Frame_Quantity_measure_of_quantity'],['Quantity.measure_of_quantity<=Verticality.scalar_position'],
Mapping_310,['Role_Frame_Vehicular_motion_direction'],['Role_Frame_Governing_action_governing_objectives'],['Governing action.governing_objectives<=Vehicular motion.direction'],
Mapping_198,['Role_Frame_Erosion_eroded_entity'],['Role_Frame_Corruption_corruption_affectee'],['Corruption.corruption_affectee<=Erosion.eroded_entity'],
Mapping_110,['Role_Frame_Gain_possession_possession'],['Role_Frame_Control_ability_to_control'],['Control.ability_to_control<=Gain possession.possession'],
Mapping_241,['Role_Frame_Object_object'],['Role_Frame_Emotion_directed_emotion'],['Emotion.directed_emotion<=Object.object'],['It is not emotion in general but an emotion targeted at someone or something during some specific episode or duration.']
Mapping_635,['Role_Frame_Speaking_speaker'],['Role_Frame_Voting_voter'],['Voting.voter<=Speaking.speaker'],
Mapping_201,['Role_Frame_Disease_patient'],['Role_Frame_Crime_victim'],['Crime.victim<=Disease.patient'],
Mapping_190,['Role_Frame_Verticality_higher_positioned_entity'],['Role_Frame_Control_controlling_entity'],['Control.controlling_entity<=Verticality.higher_positioned_entity'],
Mapping_49,['Role_Frame_War_battlefield'],['Role_Frame_Addressing_social_problems_society'],['Addressing social problems.society<=War.battlefield'],
Mapping_249,['Role_Frame_Forced_motion_source'],['Role_Frame_Legislation_enactment_bill_initial_status'],['Legislation enactment.bill_initial_status<=Forced motion.source'],
Mapping_382,['Role_Frame_Seeing_seen_object'],['Role_Frame_Knowing_knowledge'],['Knowing.knowledge<=Seeing.seen_object'],
Mapping_318,['Role_Frame_Nuclear_family_family_whole'],['Role_Frame_Government_jurisdiction_region'],['Government.jurisdiction_region<=Nuclear family.family_whole'],['e.g. nation is a family']
Mapping_380,['Role_Frame_Seeing_eyes'],['Role_Frame_Knowing_mind'],['Knowing.mind<=Seeing.eyes'],
Mapping_438,['Role_Frame_Complex_physical_object_object_whole'],['Role_Frame_Nation_nation_whole'],['Nation.nation_whole<=Complex physical object.object_whole'],
Mapping_404,['Role_Frame_Journey_journey_stops'],['Role_Frame_Life_short_term_life_goals'],['Life.short_term_life_goals<=Journey.journey_stops'],
Mapping_306,['Role_Frame_Vehicular_motion_motion_controller'],['Role_Frame_Governing_action_governor'],['Governing action.governor<=Vehicular motion.motion_controller'],
Mapping_38,['Role_Frame_Physical_combat_fighter2'],['Role_Frame_Addressing_poverty_poverty'],['Addressing poverty.poverty<=Physical combat.fighter2'],
Mapping_75,['Role_Frame_Fire_nearby_objects'],['Role_Frame_Anger_other_people'],['Anger.other_people<=Fire.nearby_objects'],
Mapping_473,['Role_Frame_Fierce_animal_endangered_entity'],['Role_Frame_Poverty_impoverished_entity'],['Poverty.impoverished_entity<=Fierce animal.endangered_entity'],
Mapping_294,['Role_Frame_Physical_structure_structure_whole'],['Role_Frame_Government_institution_government_whole'],['Government institution.government_whole<=Physical structure.structure_whole'],
Mapping_583,['Role_Frame_Verticality_vertically_lower_entity'],['Role_Frame_Control_subjugated_entity'],['Control.subjugated_entity<=Verticality.vertically_lower_entity'],
Mapping_235,['Role_Frame_Race_outcome'],['Role_Frame_Election_outcome'],['Election.outcome<=Race.outcome'],
Mapping_445,['Role_Frame_Machine_operator_of_machine'],['Role_Frame_Nation_nation_leaders'],['Nation.nation_leaders<=Machine.operator_of_machine'],
Mapping_555,['Role_Frame_Complex_physical_object_object_parts'],['Role_Frame_Social_group_members'],['Social group.members<=Complex physical object.object_parts'],
Mapping_347,['Role_Frame_Verticality_higher_positions_in_structure'],['Role_Frame_Organization_of_power_superior_points_in_hierarchy'],['Organization of power.superior_points_in_hierarchy<=Verticality.higher_positions_in_structure'],
Mapping_8,['Role_Frame_Seeing_object_seen'],['Role_Frame_Knowing_knowledge'],['Knowing.knowledge<=Seeing.object_seen'],
Mapping_264,['Role_Frame_Being_at_a_location_landmark'],['Role_Frame_Experiencing_a_state_standard'],['Experiencing a state.standard<=Being at a location.landmark'],
Mapping_312,['Role_Frame_Vehicular_motion_speed'],['Role_Frame_Governing_action_affect_rate_of_change'],['Governing action.affect_rate_of_change<=Vehicular motion.speed'],
Mapping_458,['Role_Frame_Machine_operating_x_schema'],['Role_Frame_Organization_organization_management_x_schema'],['Organization.organization_management_x-schema<=Machine.operating_x-schema'],"[""e.g., machine is 'running', organizations are 'running'""]"
Mapping_586,['Role_Frame_Burden_burdened_entity'],['Role_Frame_Taxation_tax_payer'],['Taxation.tax_payer<=Burden.burdened_entity'],
Mapping_39,['Role_Frame_Physical_combat_physical_interaction_x_schema'],['Role_Frame_Addressing_poverty_problem_solving_actions'],['Addressing poverty.problem-solving_actions<=Physical combat.physical interaction x-schema'],
Mapping_271,['Role_Frame_Object_object_entity'],['Role_Frame_Force_force'],['Force.force<=Object.object_entity'],
Mapping_413,['Role_Frame_Fire_fire_intensity'],['Role_Frame_Lust_intensity_of_experience'],['Lust.intensity_of_experience<=Fire.fire_intensity'],
Mapping_263,['Role_Frame_Being_at_a_location_experiencer'],['Role_Frame_Experiencing_a_state_experiencer'],['Experiencing a state.experiencer<=Being at a location.experiencer'],
Mapping_34,['Role_Frame_Treating_a_physical_affliction_medical_professionals'],['Role_Frame_Addressing_poverty_policy_makers'],['Addressing poverty.policy_makers<=Treating a physical affliction.medical_professionals'],
Mapping_245,['Role_Frame_Substance_container_for_substances'],['Role_Frame_Emotion_body'],['Emotion.body<=Substance.container_for_substances'],
Mapping_351,['Role_Frame_Object_object_entity'],['Role_Frame_Idea_idea_self'],['Idea.idea_self<=Object.object_entity'],
Mapping_163,['Role_Frame_Cognizing_body'],['Role_Frame_Bodily_functioning_mind'],['Bodily_functioning.mind<=Cognizing.body'],
Mapping_366,['Role_Frame_Factory_Factory_managers'],['Role_Frame_Institution_Institution_heads'],['Institution.Institution_heads<=Factory.Factory_managers'],
Mapping_411,['Role_Frame_Fire_burning_object'],['Role_Frame_Lust_lust_experiencer'],['Lust.lust_experiencer<=Fire.burning_object'],
Mapping_255,['Role_Frame_Trajector_landmark_trajector'],['Role_Frame_Experiencing_a_state_state'],['Experiencing a state.state<=Trajector landmark.trajector'],
Mapping_466,['Role_Frame_Vehicle_vehicle'],['Role_Frame_Political_region_governing_institution'],['Political region.governing_institution<=Vehicle.vehicle'],
Mapping_332,['Role_Frame_Guided_motion_follower'],['Role_Frame_Action_actor'],['Action.actor<=Guided motion.follower'],
Mapping_593,['Role_Frame_Punishment_punishment'],['Role_Frame_Taxation_tax'],['Taxation.tax<=Punishment.punishment'],
Mapping_153,['Role_Frame_Lose_possession_possession'],['Role_Frame_Change_of_state_initial_state'],['Change of state.initial_state<=Lose possession.possession'],
Mapping_533,['Role_Frame_Source_path_goal_landmark'],['Role_Frame_Scale_norm'],['Scale.norm<=Source path goal.landmark'],
Mapping_57,['Role_Frame_War_victory'],['Role_Frame_Addressing_social_problems_solving_problem'],['Addressing social problems.solving_problem<=War.victory'],
Mapping_254,['Role_Frame_Trajector_landmark_landmark'],['Role_Frame_Experiencing_a_state_experiencer'],['Experiencing a state.experiencer<=Trajector landmark.landmark'],
Mapping_329,['Role_Frame_Part_whole_part'],['Role_Frame_Group_members'],['Group.members<=Part_whole.part'],
Mapping_339,['Role_Frame_Pest_pest'],['Role_Frame_Personal_weapon_weapon'],['Personal weapon.weapon<=Pest.pest'],
Mapping_13,['Role_Frame_Eating_possession'],['Role_Frame_Purposeful_action_objective'],['Purposeful action.objective<=Eating.possession'],
Mapping_595,['Role_Frame_Servitude_subjugated'],['Role_Frame_Taxation_tax_payer'],['Taxation.tax_payer<=Servitude.subjugated'],
Mapping_236,['Role_Frame_Race_race_event'],['Role_Frame_Election_voting_event'],['Election.voting_event<=Race.race_event'],
Mapping_604,['Role_Frame_Lose_possession_possession'],['Role_Frame_Control_ability_to_control'],['Control.ability_to_control<=Lose possession.possession'],
Mapping_569,['Role_Frame_Physical_connection_connected_items'],['Role_Frame_Social_group_members'],['Social group.members<=Physical connection.connected_items'],
Mapping_168,['Role_Frame_Guided_motion_leader'],['Role_Frame_Communication_communicator'],['Communication.communicator<=Guided motion.leader'],
Mapping_265,['Role_Frame_Being_at_a_location_current_location'],['Role_Frame_Experiencing_a_state_experienced_state_value'],['Experiencing a state.experienced_state_value<=Being at a location.current_location'],
Mapping_441,['Role_Frame_Family_family_whole'],['Role_Frame_Nation_nation_whole'],['Nation.nation_whole<=Family.family_whole'],
Mapping_211,['Role_Frame_War_enemy_combatants'],['Role_Frame_Disease_treatment_diseased_cells'],['Disease treatment.diseased_cells<=War.enemy_combatants'],
Mapping_427,['Role_Frame_Nurturant_parent_family_parent_s_'],['Role_Frame_Moral_action_moral_actor'],['Moral action.moral_actor<=Nurturant parent family.parent(s)'],
Mapping_221,['Role_Frame_Machine_machine_users'],['Role_Frame_Economy_economy_participants'],['Economy.economy_participants<=Machine.machine_users'],
Mapping_335,['Role_Frame_Addiction_addicting_thing'],['Role_Frame_Personal_weapon_weapon'],['Personal weapon.weapon<=Addiction.addicting_thing'],
Mapping_134,['Role_Frame_Forced_motion_source'],['Role_Frame_Caused_change_of_state_initial_state'],['Caused change of state.initial_state<=Forced motion.source'],
Mapping_350,['Role_Frame_Food_food_consumer'],['Role_Frame_Idea_idea_cognizer'],['Idea.idea_cognizer<=Food.food_consumer'],
Mapping_532,['Role_Frame_Source_path_goal_goal'],['Role_Frame_Scale_maximal_value'],['Scale.maximal value<=Source path goal.goal'],
Mapping_7,['Role_Frame_Seeing_seer'],['Role_Frame_Knowing_knower'],['Knowing.knower<=Seeing.seer'],
Mapping_488,['Role_Frame_Self_propelled_motion_to_a_destination_path'],['Role_Frame_Purposeful_action_action_x_schema_kind'],['Purposeful action.action_x-schema_kind<=Self propelled motion to a destination.path'],"['a.k.a., MEANS ARE PATHS']"
Mapping_50,['Role_Frame_War_enemy_attack'],['Role_Frame_Addressing_social_problems_social_problem'],['Addressing social problems.social_problem<=War.enemy_attack'],
Mapping_276,['Role_Frame_Verticality_verticality_scale'],['Role_Frame_Functionality_functionality_scale'],['Functionality.functionality_scale<=Verticality.verticality_scale'],['paired scales']
Mapping_66,['Role_Frame_Dissect_dissector'],['Role_Frame_Analysis_analyzer'],['Analysis.analyzer<=Dissect.dissector'],
Mapping_114,['Role_Frame_Possession_possession'],['Role_Frame_Attribute_attribute'],['Attribute.attribute<=Possession.possession'],
Mapping_500,['Role_Frame_Complex_physical_object_object_whole'],['Role_Frame_Relationship_relationship_whole'],['Relationship.relationship_whole<=Complex physical object.object_whole'],
Mapping_244,['Role_Frame_Substance_substances'],['Role_Frame_Emotion_emotions'],['Emotion.emotions<=Substance.substances'],
Mapping_577,['Role_Frame_Trajector_landmark_profiled_region'],['Role_Frame_State_profiled_state_value'],['State.profiled_state_value<=Trajector landmark.profiled_region'],
Mapping_44,['Role_Frame_Treating_a_physical_affliction_medical_professionals'],['Role_Frame_Addressing_social_problems_public_officials'],['Addressing social problems.public_officials<=Treating a physical affliction.medical_professionals'],
Mapping_448,['Role_Frame_Vehicle_vehicle'],['Role_Frame_Nation_nation_whole'],['Nation.nation_whole<=Vehicle.vehicle'],
