name,hasName,hasRoleType,label,correspondsToFrameElement,hasDefinition
Role_Frame_Trust_relationship_trusting_entity,['trusting_entity'],,['Trust relationship.trusting_entity'],,
Role_Frame_Experience_pain_injury,['injury'],['x-schema'],['Experience pain.injury'],,['bodily injury or other harm that is experienced']
Role_Frame_Argument_trigger_of_argument,['trigger_of_argument'],['x-schema condition'],['Argument.trigger_of_argument'],,
Role_Frame_Organization_of_power_item_in_hierarchy,['item_in_hierarchy'],,['Organization of power.item_in_hierarchy'],,
Role_Frame_Desire_desired_object,['desired_object'],,['Desire.desired_object'],,
Role_Frame_Political_region_natural_resources,['natural_resources'],,['Political region.natural_resources'],,
Role_Frame_Computer_power_source,['power_source'],,['Computer.power_source'],,
Role_Frame_Exemplar_instance,['instance'],,['Exemplar.instance'],['Instance'],
Role_Frame_School_teacher_s_,['teacher(s)'],,['School.teacher(s)'],,
Role_Frame_Game_outcome,['outcome'],,['Game.outcome'],,
Role_Frame_Plant_life_cycle_plant_death,['plant_death'],,['Plant life cycle.plant_death'],,"['withering', 'wilting as LUs']"
Role_Frame_Laundering_cleaning_substance,['cleaning substance'],,['Laundering.cleaning substance'],,['e.g. detergent']
Role_Frame_Seeing_eyes,['eyes'],,['Seeing.eyes'],,
Role_Frame_Nurturance_degree_of_nurturance,['degree_of_nurturance'],,['Nurturance.degree_of_nurturance'],,
Role_Frame_Desire_desired_thing,['desired_thing'],,['Desire.desired_thing'],,['the thing that the experiencer desires']
Role_Frame_Self_propelled_motion_to_a_destination_self_motion_x_schema,['self-motion_x-schema'],,['Self propelled motion to a destination.self-motion_x-schema'],,['from Self propelled motion']
Role_Frame_Quantity_measure_of_quantity,['measure_of_quantity'],,['Quantity.measure_of_quantity'],['Value'],['position on quantity scale']
Role_Frame_Death_death_protagonist,['death_protagonist'],,['Death.death_protagonist'],,
Role_Frame_Change_of_state_initial_state_value,['initial_state_value'],,['Change of state.initial_state_value'],['State'],['initial experienced state value']
Role_Frame_Servitude_subjugator,['subjugator'],,['Servitude.subjugator'],,['person in control of subjugated']
Role_Frame_Purity_pure_entity,['pure_entity'],,['Purity.pure_entity'],,['substance']
Role_Frame_Caring_caring_action,['caring_action'],,['Caring.caring_action'],,['things that the caring person does for the benefit of the caring_target']
Role_Frame_International_relations_Nation1,['Nation1'],,['International relations.Nation1'],,
Role_Frame_Government_source_of_powers,['source_of_powers'],,['Government.source_of_powers'],,
Role_Frame_Searching_sought_thing,['sought_thing'],,['Searching.sought_thing'],,['the thing the searcher is looking for']
Role_Frame_Object_manipulation_object,['object'],,['Object manipulation.object'],['Entity'],['the manipulated object']
Role_Frame_Create_object_creation_action,['creation_action'],,['Create object.creation_action'],,['action creator performs to create object']
Role_Frame_Relation_relation_value_x_schema,['relation_value_x-schema'],['x-schema'],['Relation.relation_value_x-schema'],,"['at least some relations can be conceptualized as a state of affairs that can potentially change over time. e.g. relation can start', 'continue', 'end']"
Role_Frame_Gun_rights_legislation_proponent_of_legislation,['proponent_of_legislation'],,['Gun rights legislation.proponent_of_legislation'],,
Role_Frame_Nurturant_parent_family_parenting_style,['parenting_style'],,['Nurturant parent family.parenting_style'],,"['...', 'need-based fairness', 'Focus on empathy']"
Role_Frame_Nuclear_family_parenting_style,['parenting_style'],,['Nuclear family.parenting_style'],,
Role_Frame_Forced_motion_forceful_action,['forceful_action'],['force-application frame'],['Forced motion.forceful_action'],['Means'],['action that causes motion']
Role_Frame_Straightness_straight_object,['straight_object'],,['Straightness.straight_object'],,
Role_Frame_Theft_stolen_item,['stolen_item'],,['Theft.stolen_item'],['Goods'],
Role_Frame_Citizen_evaluation_of_government_behavior,['behavior'],,['Citizen evaluation of government.behavior'],,
Role_Frame_Object_construction_putting_together,['putting_together'],,['Object construction.putting_together'],,
Role_Frame_Organization_organization_physical_assets,['organization_physical_assets'],,['Organization.organization_physical_assets'],,
Role_Frame_Physical_structure_structure_parts,['structure_parts'],,['Physical structure.structure_parts'],,
Role_Frame_Food_amount,['amount'],,['Food.amount'],,
Role_Frame_Race_outcome,['outcome'],,['Race.outcome'],,
Role_Frame_Political_region_borders,['borders'],,['Political region.borders'],,['the edges of the physical area']
Role_Frame_X_schema_whole,['whole'],,['X-schema.whole'],,['entire x-schema']
Role_Frame_Premium_Product,['Product'],,['Premium.Product'],,
Role_Frame_Plants_plant_nourishment,['plant_nourishment'],,['Plants.plant_nourishment'],,
Role_Frame_Treating_a_physical_affliction_treatment_provider,['treatment_provider'],,['Treating a physical affliction.treatment_provider'],,
Role_Frame_Disease_bodily_healing_system,['bodily_healing_system'],,['Disease.bodily_healing_system'],,
Role_Frame_Force_application_x_schema,['x-schema'],['Process'],['Force-application.x-schema'],,
Role_Frame_Life_course_of_life,['course_of_life'],,['Life.course_of_life'],,
Role_Frame_International_Relations_International_relations_nation2,['International_relations.nation2'],,['International Relations.International_relations.nation2'],,
Role_Frame_Social_problems_result_of_problem,['result_of_problem'],,['Social problems.result_of_problem'],,['the (negative) effects of the problem']
Role_Frame_Verticality_vertical_axis,['vertical_axis'],,['Verticality.vertical_axis'],,['axis aligned in relation to gravity']
Role_Frame_Building_builder,['builder'],,['Building.builder'],,
Role_Frame_Resource_type,['type'],,['Resource.type'],,
Role_Frame_Addressing_social_problems_society,['society'],,['Addressing social problems.society'],,['(segment of) society affected by problem']
Role_Frame_Condition_of_physical_object_Complex_physical_object,['Complex physical object'],,['Condition of physical object.Complex physical object'],,
Role_Frame_Fire_nearby_objects,['nearby_objects'],,['Fire.nearby_objects'],,
Role_Frame_Complex_physical_object_object_weight,['object_weight'],,['Complex physical object.object_weight'],,['scalar amount']
Role_Frame_Taste_taste_qualia,['taste_qualia'],,['Taste.taste_qualia'],,
Role_Frame_War_power_of_weapons,['power_of_weapons'],,['War.power_of_weapons'],,
Role_Frame_Control_control_relation_status_finish,['control_relation_status.finish'],,['Control.control_relation_status.finish'],,
Role_Frame_Corporation_corporation_whole,['corporation_whole'],,['Corporation.corporation_whole'],,
Role_Frame_Government_institution_authority_structure,['authority_structure'],,['Government institution.authority_structure'],,
Role_Frame_Festive_event_event,['event'],,['Festive event.event'],,
Role_Frame_Desire_desire,['desire'],,['Desire.desire'],,
Role_Frame_Insanity_insane_behavior,['insane_behavior'],,['Insanity.insane_behavior'],,
Role_Frame_Judicial_decision_making_judged_party_final_status,['judged_party_final_status'],,['Judicial decision-making.judged_party_final_status'],,
Role_Frame_Judgment_judging_party,['judging_party'],,['Judgment.judging_party'],,
Role_Frame_Ideology_competing_ideology,['competing_ideology'],,['Ideology.competing_ideology'],,
Role_Frame_Axis_frame_of_reference,['frame_of_reference'],,['Axis.frame_of_reference'],,['the parameter by which the axis is defined']
Role_Frame_Impoverished_impoverishment,['impoverishment'],,['Impoverished.impoverishment'],,
Role_Frame_Government_jurisdiction_region,['jurisdiction_region'],,['Government.jurisdiction_region'],,['Area of people governed']
Role_Frame_Reasoning_premises,['premises'],,['Reasoning.premises'],,
Role_Frame_Motion_affecting_actors_potential_mover,['potential_mover'],,['Motion-affecting actors.potential_mover'],,
Role_Frame_Motion_to_avoid_a_destination_self_motion_x_schema,['self-motion_x-schema'],,['Motion to avoid a destination.self-motion_x-schema'],,
Role_Frame_War_civilians,['civilians'],,['War.civilians'],,
Role_Frame_Legislation_enactment_legislators,['legislators'],,['Legislation enactment.legislators'],,
Role_Frame_Self_propelled_motion_path,['path'],,['Self propelled motion.path'],,"[""mover's ongoing location(s)""]"
Role_Frame_Harm_to_living_entity_harmful_action,['harmful_action'],,['Harm to living entity.harmful_action'],['Means'],
Role_Frame_Government_govenor_objectives,['govenor_objectives'],,['Government.govenor_objectives'],,
Role_Frame_Source_path_goal_path,['path'],,['Source path goal.path'],['Path'],['ongoing profiled_region(s)']
Role_Frame_Competition_competition_outcome,['competition_outcome'],,['Competition.competition_outcome'],,
Role_Frame_Political_competition_event,['event'],,['Political competition.event'],,['e.g. debate or election']
Role_Frame_Physical_harm_victim,['victim'],,['Physical harm.victim'],,
Role_Frame_Heat_entity,['entity'],['Entity'],['Heat.entity'],['Entity'],
Role_Frame_Losing_loser,['loser'],,['Losing.loser'],,
Role_Frame_Contact_entity2,['entity2'],['Entity'],['Contact.entity2'],,
Role_Frame_Person_human_body,['human_body'],,['Person.human_body'],,
Role_Frame_Person_human_mind,['human_mind'],,['Person.human_mind'],,
Role_Frame_Destroying_destroyer,['destroyer'],,['Destroying.destroyer'],,['destructive agent or force']
Role_Frame_Motion_to_a_location_direction,['direction'],,['Motion to a location.direction'],,
Role_Frame_Anger_other_people,['other_people'],,['Anger.other_people'],,
Role_Frame_Living_living_protagonist,['living_protagonist'],,['Living.living_protagonist'],,
Role_Frame_Entrusting_entrusted_entity,['entrusted_entity'],,['Entrusting.entrusted_entity'],,
Role_Frame_Being_in_a_bounded_region_current_location,['current_location'],,['Being in a bounded region.current_location'],,
Role_Frame_Payment_payment_amount,['payment_amount'],,['Payment.payment_amount'],,
Role_Frame_Control_scope_of__control,['scope_of_ control'],,['Control.scope_of_ control'],,['the range of situations that the controlling_entity can control']
Role_Frame_Taxes_amount,['amount'],,['Taxes.amount'],,
Role_Frame_Adoption_adoptee,['adoptee'],,['Adoption.adoptee'],,
Role_Frame_Public_trust_institution_as_trusted_entity,['institution_as_trusted_entity'],,['Public trust.institution_as_trusted_entity'],,
Role_Frame_Knowing_knowing_x_schema,['knowing_x-schema'],,['Knowing.knowing_x-schema'],,
Role_Frame_Sunken_confinement_low_area_of_confinement,['low_area_of_confinement'],,['Sunken confinement.low_area_of_confinement'],,
Role_Frame_Process_process_end,['process_end'],,['Process.process_end'],,
Role_Frame_Disease_treatment_spread_of_disease,['spread_of_disease'],,['Disease treatment.spread_of_disease'],,
Role_Frame_Attacking_weapon,['weapon'],,['Attacking.weapon'],['Weapon'],['body part or object used by attacker']
Role_Frame_Destroying_harmful_effect,['harmful_effect'],,['Destroying.harmful_effect'],,
Role_Frame_Complex_physical_object_object_parts,['object_parts'],,['Complex physical object.object_parts'],,
Role_Frame_Corporation_corporation_position_duties,['corporation_position_duties'],,['Corporation.corporation_position_duties'],,
Role_Frame_Verticality_upright_entity,['upright_entity'],,['Verticality.upright_entity'],,
Role_Frame_Awake_animate_entity,['animate_entity'],,['Awake.animate_entity'],,
Role_Frame_Voting_proposer,['proposer'],,['Voting.proposer'],,['entity that introduces the proposed_decision']
Role_Frame_Figure_ground_ground,['ground'],,['Figure ground.ground'],,
Role_Frame_Perception_perception_x_schema,['perception_x-schema'],,['Perception.perception_x-schema'],,
Role_Frame_Vehicular_motion_vehicle,['vehicle'],['machine'],['Vehicular motion.vehicle'],,
Role_Frame_Economic_status_minimal_status,['minimal_status'],,['Economic status.minimal_status'],,
Role_Frame_Visual_evaluation_difficulties_in_evaluating,['difficulties in evaluating'],,['Visual evaluation.difficulties in evaluating'],,['things or processes that prevent or impact the act of evaluation']
Role_Frame_Restore_to_life_restorative_x_schema,['restorative_x-schema'],,['Restore to life.restorative_x-schema'],,
Role_Frame_Motion_to_a_location_motion_x_schema,['motion_x-schema'],,['Motion to a location.motion_x-schema'],,
Role_Frame_Physical_connection_connector_strength,['connector_strength'],,['Physical connection.connector_strength'],,
Role_Frame_Complex_physical_object_object_size,['object_size'],,['Complex physical object.object_size'],,
Role_Frame_Force_dynamic_interaction_second_process,['second_process'],,['Force-dynamic interaction.second_process'],,
Role_Frame_Cause_to_see_perception_causer,['perception_causer'],,['Cause to see.perception_causer'],,
Role_Frame_Being_at_a_location_locale,['locale'],,['Being at a location.locale'],['place'],['the broader landscape which includes the current_location along with other potential locations']
Role_Frame_Proximity_profiled_region,['profiled_region'],,['Proximity.profiled_region'],['Profiled_region'],
Role_Frame_Trust_relationship_relationship,['relationship'],,['Trust relationship.relationship'],,
Role_Frame_Election_election_office,['election_office'],,['Election.election_office'],,
Role_Frame_Governing_action_constraints_on_governing_actions,['constraints_on_governing_actions'],,['Governing action.constraints_on_governing_actions'],,"['eg Constitution', 'Bill of Rights', 'laws']"
Role_Frame_Trajector_landmark_profiled_region,['profiled_region'],,['Trajector_landmark.profiled_region'],['profiled_region'],"['""profiled"" region within larger space. Typically defined with respect to landmark', 'and the region in which a trajector is located']"
Role_Frame_State_profiled_state_value,['profiled_state_value'],,['State.profiled_state_value'],,['a specific state value that is profiled at some point/span of  time']
Role_Frame_Forced_motion_mover,['mover'],,['Forced motion.mover'],,
Role_Frame_Motion_to_avoid_a_destination_goal,['goal'],,['Motion to avoid a destination.goal'],,
Role_Frame_Self_defense_self_defender,['self-defender'],,['Self-defense.self-defender'],,
Role_Frame_Importance_entity_evaluated_for_importance,['entity_evaluated_for_importance'],,['Importance.entity_evaluated_for_importance'],,
Role_Frame_Control_dependent_process,['dependent_process'],,['Control.dependent_process'],['Dependent_situation'],
Role_Frame_Addressing_social_problems_solving_problem,['solving_problem'],,['Addressing social problems.solving_problem'],,
Role_Frame_Competitive_sport_competitors,['competitors'],,['Competitive sport.competitors'],,
Role_Frame_Physical_harm_cause_of_harm,['cause_of_harm'],,['Physical harm.cause_of_harm'],,['entity or situation that causes physical harm to harmed_entity']
Role_Frame_Governing_action_normative_governing_actions,['normative_governing_actions'],,['Governing action.normative_governing_actions'],,
Role_Frame_Nurturant_parent_family_mother,['mother'],,['Nurturant parent family.mother'],,
Role_Frame_Resource_resource,['resource'],,['Resource.resource'],,
Role_Frame_Speaking_manner,['manner'],,['Speaking.manner'],['Manner'],
Role_Frame_Poverty_impoverished_state,['impoverished_state'],,['Poverty.impoverished_state'],,['state of impoverished_entity']
Role_Frame_Cause_to_see_Seeer,['Seeer'],,['Cause to see.Seeer'],,
Role_Frame_Judicial_decision_making_judged_party_ongoing_status,['judged_party_ongoing_status'],,['Judicial decision-making.judged_party_ongoing_status'],,
Role_Frame_Disease_treatment_body,['body'],,['Disease treatment.body'],['Patient'],
Role_Frame_Cognizing_mental_capacticy,['mental_capacticy'],,['Cognizing.mental_capacticy'],,
Role_Frame_Injurious_gun_use_injured_party,['injured_party'],['person'],['Injurious gun use.injured_party'],,['person injured by the gun shot']
Role_Frame_Neighbor_Neighbor2,['Neighbor2'],['person'],['Neighbor.Neighbor2'],,
Role_Frame_Anger_anger_limit,['anger_limit'],,['Anger.anger_limit'],,
Role_Frame_Cultivation_Cultivator,['Cultivator'],,['Cultivation.Cultivator'],,
Role_Frame_Legislative_action_legislative_normative_actions,['legislative_normative_actions'],,['Legislative action.legislative_normative_actions'],,
Role_Frame_Heating_fluid_container_heat,['container_heat'],,['Heating fluid.container_heat'],,['heat level of the container']
Role_Frame_War_enemy_attack,['enemy_attack'],['x-schema phase'],['War.enemy_attack'],,
Role_Frame_Self_propelled_motion_to_a_destination_goal,['goal'],,['Self propelled motion to a destination.goal'],,['from Self propelled motion; aka destination']
Role_Frame_Government_executive_action_affected_jurisdiction,['affected_jurisdiction'],,['Government executive action.affected_jurisdiction'],,
Role_Frame_Gun_possession_gun,['gun'],,['Gun possession.gun'],,
Role_Frame_Upright_posture_upright_position,['upright_position'],,['Upright posture.upright_position'],,
Role_Frame_War_enemy_conquest,['enemy_conquest'],,['War.enemy_conquest'],,
Role_Frame_Citizen_evaluation_of_government_evaluator,['evaluator'],,['Citizen evaluation of government.evaluator'],,
Role_Frame_Purposeful_action_action_process,['action_process'],['x-schema'],['Purposeful action.action_process'],,
Role_Frame_Legislation_enactment_bill_enacted_status,['bill_enacted_status'],,['Legislation enactment.bill_enacted_status'],,['bill has been enacted (vote of approval)']
Role_Frame_Disease_treatment_treatment_strategy,['treatment_strategy'],,['Disease treatment.treatment_strategy'],,
Role_Frame_Voting_proposal,['proposal'],,['Voting.proposal'],,['act of proposing the decision']
Role_Frame_Machine_purpose,['purpose'],,['Machine.purpose'],['Use'],['the purpose the machine is designed to  accomplish']
Role_Frame_Motion_along_a_path_landmark,['landmark'],,['Motion along a path.landmark'],,"['which entity moves in relation to', 'an entity of known location']"
Role_Frame_Fire_fire_intensity,['fire_intensity'],,['Fire.fire_intensity'],,
Role_Frame_Motion_away_from_a_location_path,['path'],,['Motion away from a location.path'],,
Role_Frame_Judicial_action_judicial_actor,['judicial_actor'],,['Judicial action.judicial_actor'],,"['the judge', 'or court', 'that hands down verdicts']"
Role_Frame_Cause_to_see_Object_seen,['Object_seen'],,['Cause to see.Object_seen'],,
Role_Frame_Government_decision_making_decision_making_standard,['decision_making_standard'],,['Government decision making.decision_making_standard'],,
Role_Frame_Motion_affecting_external_factors_mover,['mover'],,['Motion-affecting external factors.mover'],,
Role_Frame_Nuclear_family_mother,['mother'],,['Nuclear family.mother'],,['is a parent']
Role_Frame_Territory_boundary,['boundary'],,['Territory.boundary'],,
Role_Frame_Harm_harmful_process,['harmful_process'],['Process'],['Harm.harmful_process'],,['process that causes harm']
Role_Frame_Boat_on_the_rocks_boat_passengers,['boat_passengers'],,['Boat on the rocks.boat_passengers'],,
Role_Frame_Morality_immoral_person,['immoral_person'],,['Morality.immoral_person'],,
Role_Frame_Gain_possession_getting_x_schema_ongoing,['getting_x-schema.ongoing'],,['Gain possession.getting_x-schema.ongoing'],,
Role_Frame_Erosion_eroding_process,['eroding_process'],,['Erosion.eroding_process'],,
Role_Frame_Region_locations,['locations'],,['Region.locations'],,"['can be regions of various extent', 'locations within region as whole']"
Role_Frame_Treating_a_physical_affliction_treatment_recipient,['treatment_recipient'],,['Treating a physical affliction.treatment_recipient'],,
Role_Frame_Verticality_vertical_physical_structure,['vertical_physical_structure'],,['Verticality.vertical_physical_structure'],,
Role_Frame_Romantic_relationship_relationship_participant,['relationship_participant'],,['Romantic relationship.relationship_participant'],,
Role_Frame_Guided_motion_leader_path,['leader_path'],,['Guided motion.leader_path'],['Path'],
Role_Frame_Force_transfer_force,['force'],['Force'],['Force transfer.force'],,['energy/power']
Role_Frame_Part_whole_part_2,['part_2'],,['Part whole.part_2'],,
Role_Frame_Government_governor_objectives,['governor_objectives'],,['Government.governor_objectives'],,['objectives that governing actions are intended to achieve']
Role_Frame_Motion_away_from_a_location_direction,['direction'],,['Motion away from a location.direction'],,
Role_Frame_Motion_mover,['mover'],,['Motion.mover'],,
Role_Frame_Liquid_liquid,['liquid'],,['Liquid.liquid'],,
Role_Frame_Trust_relationship_basis_of_trust,['basis_of_trust'],,['Trust relationship.basis_of_trust'],,
Role_Frame_Fierce_animal_dangerous_animal,['dangerous_animal'],['animate entity'],['Fierce animal.dangerous_animal'],,
Role_Frame_Motion_with_respect_to_an_undesirable_entity_undesirable_entity,['undesirable_entity'],,['Motion with respect to an undesirable entity.undesirable_entity'],,
Role_Frame_Force_force_amount,['force_amount'],,['Force.force_amount'],,
Role_Frame_Object_object,['object'],,['Object.object'],,
Role_Frame_Searching_search_area,['search_area'],,['Searching.search_area'],,['the area in which the searcher looks']
Role_Frame_Motion_impediments_mover,['mover'],,['Motion impediments.mover'],,
Role_Frame_Employment_employee_duties,['employee_duties'],,['Employment.employee_duties'],,
Role_Frame_Physical_structure_change_in_integrity,['change_in_integrity'],,['Physical structure.change_in_integrity'],,
Role_Frame_process_protagonist,['protagonist'],,['process.protagonist'],,
Role_Frame_Plants_plant_attributes,['plant_attributes'],,['Plants.plant_attributes'],,"['leaves', 'fragrance', 'Stems', 'thorns', 'etc.', 'color']"
Role_Frame_Experience_pain_body_part,['body_part'],,['Experience pain.body_part'],,
Role_Frame_Building_rooms,['rooms'],['Rooms of building'],['Building.rooms'],,"['e.g. entry hall', 'usable spaces within building']"
Role_Frame_Beauty_beautiful_thing,['beautiful thing'],,['Beauty.beautiful thing'],,
Role_Frame_Economic_status_maximal_status,['maximal_status'],,['Economic status.maximal_status'],,
Role_Frame_Learning_learned_material,['learned_material'],,['Learning.learned_material'],,
Role_Frame_Body_body_parts,['body_parts'],,['Body.body_parts'],,
Role_Frame_Race_race_x_schema,['race x-schema'],,['Race.race x-schema'],,
Role_Frame_Guided_motion_follower,['follower'],,['Guided motion.follower'],['Cotheme'],
Role_Frame_Fluid_motion_fluid,['fluid'],['Liquid'],['Fluid motion.fluid'],['Fluid'],
Role_Frame_War_generals,['generals'],,['War.generals'],,['the top strategic leaders']
Role_Frame_Child_care_childcare_duties,['childcare_duties'],,['Child care.childcare_duties'],,
Role_Frame_Resource_amount_of_resource,['amount_of_resource'],['Quantity'],['Resource.amount_of_resource'],,['the (possibly changing) amount of the resource available to the user']
Role_Frame_Physical_competition_start,['start'],,['Physical competition.start'],,
Role_Frame_Fierce_animal_endangered_entity,['endangered_entity'],['animate entity'],['Fierce animal.endangered_entity'],,['(potential) vicitim/prey']
Role_Frame_Hosting_host,['host'],,['Hosting.host'],,
Role_Frame_Organization_organization_whole,['organization_whole'],,['Organization.organization_whole'],['Organization'],
Role_Frame_Possession_change_possessor,['possessor'],,['Possession change.possessor'],"['Donor', 'Recipient']",
Role_Frame_Animal_animal,['animal'],['entity'],['Animal.animal'],,
Role_Frame_Legislative_action_legislative_constraints_on_legislative,['legislative_constraints_on_legislative'],,['Legislative action.legislative_constraints_on_legislative'],,
Role_Frame_Citizen_evaluation_of_government_Evaluee,['Evaluee'],,['Citizen evaluation of government.Evaluee'],,
Role_Frame_Advocacy_advocate,['advocate'],['person'],['Advocacy.advocate'],,['person or group that is advocating for issue']
Role_Frame_Action_action_means,['action_means'],,['Action.action_means'],,
Role_Frame_Legislation_enactment_bill_initial_status,['bill_initial_status'],,['Legislation enactment.bill_initial_status'],,['bill has been written']
Role_Frame_Political_competition_competitor2,['competitor2'],,['Political competition.competitor2'],,
Role_Frame_Government_governing_powers,['governing_powers'],,['Government.governing_powers'],,['amount and/or type of power']
Role_Frame_Political_competition_prize,['prize'],,['Political competition.prize'],,['nature of positive outcome for winner']
Role_Frame_Forming_words_linguistic_expression,['linguistic_expression'],,['Forming words.linguistic_expression'],,
Role_Frame_Plant_life_cycle_plant_growth,['plant_growth'],,['Plant life cycle.plant_growth'],,
Role_Frame_Perception_pereception_x_schema,['pereception_x-schema'],,['Perception.pereception_x-schema'],,
Role_Frame_Trust_relationship_relationship_status,['relationship_status'],,['Trust relationship.relationship_status'],,
Role_Frame_Physical_connection_connected_items,['connected_items'],,['Physical connection.connected_items'],,
Role_Frame_Consume_consumer,['consumer'],,['Consume.consumer'],,
Role_Frame_Trust_emotion_emotion,['emotion'],,['Trust emotion.emotion'],,
Role_Frame_Democratic_government_democratic_jurisdiction_region,['democratic_jurisdiction_region'],,['Democratic government.democratic_jurisdiction_region'],,
Role_Frame_Destructive_force_destroyed_entity,['destroyed_entity'],,['Destructive force.destroyed_entity'],,
Role_Frame_Firearm_ammunition,['ammunition'],,['Firearm.ammunition'],,
Role_Frame_Emotion_body,['body'],,['Emotion.body'],,['body of the emotion experiencer']
Role_Frame_Romantic_relationship_relationship_co_participants,['relationship_co_participants'],,['Romantic_relationship.relationship_co_participants'],,
Role_Frame_Cancer_cancerous_body_part,['cancerous_body_part'],,['Cancer.cancerous_body_part'],,
Role_Frame_Motion_away_from_a_bounded_region_motion_x_schema,['motion_x-schema'],,['Motion away from a bounded region.motion_x-schema'],,
Role_Frame_Caused_change_of_state_agent,['agent'],,['Caused change of state.agent'],['Agent'],
Role_Frame_Textile_textile_creation_action,['textile_creation_action'],,['Textile.textile_creation_action'],,"['e.g. weaving', 'knitting']"
Role_Frame_Decay_decaying_effect,['decaying_effect'],,['Decay.decaying_effect'],,
Role_Frame_Physical_competition_competition_competitor1,['competition_competitor1'],,['Physical competition.competition_competitor1'],,
Role_Frame_Premium_Buyer,['Buyer'],,['Premium.Buyer'],,
Role_Frame_Addressing_poverty_impoverished_entity,['impoverished_entity'],,['Addressing poverty.impoverished_entity'],,
Role_Frame_Importance_factor_of_importance,['factor_of_importance'],,['Importance.factor_of_importance'],['Factor'],
Role_Frame_Nuclear_family_father,['father'],,['Nuclear family.father'],,['is a parent']
Role_Frame_Institution_positions,['positions'],,['Institution.positions'],,
Role_Frame_Governing_action_Governing_action,['Governing action'],,['Governing action.Governing action'],,
Role_Frame_Trust_trusting_entity,['trusting_entity'],,['Trust.trusting_entity'],,
Role_Frame_Recreational_competition_activity_x_schema,['activity_x-schema'],,['Recreational competition.activity_x-schema'],,
Role_Frame_Pursue_pursued_thing,['pursued_thing'],,['Pursue.pursued_thing'],,['the thing that the pursuer hopes to catch']
Role_Frame_Journey_co_journeyer,['co_journeyer'],,['Journey.co_journeyer'],,
Role_Frame_Anger_mind,['mind'],,['Anger.mind'],,['mind of angry person']
Role_Frame_Animate_entity_body,['body'],['Body'],['Animate entity.body'],,
Role_Frame_Government_institution_government_responsibilities,['government_responsibilities'],,['Government institution.government_responsibilities'],,
Role_Frame_State_domain,['domain'],,['State.domain'],,
Role_Frame_Cut_cutter,['cutter'],['Animate entity'],['Cut.cutter'],,
Role_Frame_Sunken_confinement_confined_entity,['confined_entity'],,['Sunken confinement.confined_entity'],,
Role_Frame_Change_of_state_state_change_process,['state_change_process'],['x-schema'],['Change of state.state_change_process'],,
Role_Frame_Touching_toucher,['toucher'],,['Touching.toucher'],,
Role_Frame_Race_racers,['racers'],,['Race.racers'],,
Role_Frame_Authority_governed_activity,['governed_activity'],,['Authority.governed_activity'],['Activity'],
Role_Frame_Complex_process_process1,['process1'],['Process'],['Complex_process.process1'],,
Role_Frame_Complex_structure_structure_parts,['structure_parts'],,['Complex structure.structure_parts'],,
Role_Frame_Birth_birth_state,['birth_state'],,['Birth.birth_state'],,['as a substate of the x-schema']
Role_Frame_Building_building_stability,['building_stability'],,['Building.building_stability'],,
Role_Frame_Knowing_seeking_to_know_x_schema,['seeking_to_know_x-schema'],,['Knowing.seeking_to_know_x-schema'],,
Role_Frame_Neighbor_Neighbor_relation,['Neighbor_relation'],,['Neighbor.Neighbor_relation'],,
Role_Frame_Money_money,['money'],,['Money.money'],,
Role_Frame_Guided_motion_leader_goal,['leader_goal'],,['Guided motion.leader_goal'],['Goal'],
Role_Frame_Governing_action_governor,['governor'],,['Governing action.governor'],,
Role_Frame_Food_preparation_food,['food'],,['Food preparation.food'],,
Role_Frame_Force_dynamic_interaction_force_originator,['force_originator'],,['Force-dynamic interaction.force_originator'],,
Role_Frame_Government_decision_making_decison_making_outcome,['decison_making_outcome'],,['Government decision making.decison_making_outcome'],,"['etc', 'accused is judged innocent', 'whether the bill is passes']"
Role_Frame_Infectious_disease_yet_uninfected_individuals,['yet_uninfected_individuals'],,['Infectious disease.yet_uninfected_individuals'],,
Role_Frame_Investment_Investment_goal,['Investment_goal'],,['Investment.Investment_goal'],,
Role_Frame_Motion_along_a_path_source,['source'],['Location'],['Motion along a path.source'],,"[""mover's initial location""]"
Role_Frame_Plants_plant_entity,['plant_entity'],,['Plants.plant_entity'],,
Role_Frame_Self_propelled_motion_landmark,['landmark'],,['Self propelled motion.landmark'],,
Role_Frame_Taxation_taxer,['taxer'],,['Taxation.taxer'],,
Role_Frame_Motion_direction,['direction'],,['Motion.direction'],,
Role_Frame_Government_decision_making_act_of_deciding,['act_of_deciding'],,['Government decision making.act_of_deciding'],,"['approval/veto', 'eg ruling', 'bill passage or failure']"
Role_Frame_Time_of_day_relative_time,['relative_time'],,['Time of day.relative_time'],,['e.g. early or late in the day']
Role_Frame_Cognizing_mind_structure,['mind_structure'],,['Cognizing.mind_structure'],,
Role_Frame_Legislative_action_legislative_non_normative_actions,['legislative_non-normative_actions'],,['Legislative action.legislative_non-normative_actions'],,
Role_Frame_Affected_motion_direction,['direction'],,['Affected motion.direction'],,
Role_Frame_Control_control_relation_status,['control_relation_status'],['x-schema'],['Control.control_relation_status'],,"['start', 'finish of control relation', 'ongoing']"
Role_Frame_Theft_theft_action,['theft_action'],,['Theft.theft_action'],['Means'],"[""thief's action""]"
Role_Frame_Being_at_a_location_Being_at_a_location_current_location,['Being at a location.current_location'],,['Being at a location.Being at a location.current_location'],,
